Timestamp;a;b;q;d;hElAngle;hElvelocity
0;685;-723;807;486;-1009;42
1000;669;-931;729;740;798;42
2000;701;-1267;447;1404;2650;42
3000;893;-1571;315;1638;4762;42
4000;1053;-1539;204;1457;6990;42
5000;1229;-1251;210;1447;9075;42
6000;1069;-1139;-66;1094;11438;42
7000;1485;-307;866;1218;13734;42
8000;1101;-259;393;1067;15982;42
9000;1117;-179;264;1134;18206;42
10000;957;221;362;1034;20430;42
11000;813;509;425;1251;23506;42
12000;77;781;551;1093;25978;42
13000;77;957;449;970;28202;42
14000;-83;989;434;970;30442;42
15000;-851;285;702;-167;32682;42
16000;-803;477;874;563;-30614;42
17000;-627;653;612;485;-29610;42
18000;-1107;1277;769;1189;-27722;42
19000;-1395;1437;619;1467;-25474;42
20000;-1651;1389;630;1634;-23250;42
21000;-1635;909;605;1388;-20078;42
22000;-979;93;568;829;-17574;42
23000;-931;-35;384;230;-15350;42
24000;-195;-35;246;186;-13110;42
25000;-19;-259;312;213;-10870;42
26000;-67;-451;498;840;-8750;42
27000;109;-595;451;622;-6423;42
28000;77;-819;337;733;-4338;42
29000;253;-1011;462;925;-1836;42
30000;285;-1155;395;1256;110;42
31000;637;-931;556;836;2310;42
32000;797;-1123;450;1080;4538;42
33000;893;-1059;334;1057;6778;42
34000;1021;-947;268;1079;9018;42
35000;1117;-867;288;1055;11258;42
36000;1085;-435;520;897;13606;42
37000;1117;157;879;1080;15882;42
38000;909;365;781;1063;18122;42
39000;765;109;407;803;20362;42
40000;429;93;112;556;22882;42
41000;301;397;322;587;24710;42
42000;93;621;383;661;26882;42
43000;-83;605;371;678;29090;42
44000;13;1421;332;1507;31298;42
45000;-323;1421;323;1419;-32030;42
46000;-931;1085;867;965;-29906;42
47000;-1235;1245;847;1168;-27702;42
48000;-1443;957;932;1320;-25462;42
49000;-1187;1149;336;1313;-23222;42
50000;-1283;461;681;1076;-20982;42
51000;-1299;-99;995;1117;-18946;42
52000;-1219;45;871;1089;-16786;42
53000;-1203;-163;154;770;-14562;42
54000;-771;-67;235;1008;-12338;42
55000;-723;-563;521;1088;-10114;42
56000;-483;-867;596;1255;-8046;42
57000;-307;-1203;689;1473;-5874;42
58000;-275;-1315;620;1034;-3650;42
59000;317;-1763;734;1769;-1426;42
60000;861;-1539;1112;1174;798;42
61000;1325;-1955;980;1705;2878;42
62000;1853;-1715;1352;1642;5054;42
63000;1805;-1939;717;1995;7278;42
64000;1789;-1667;540;1902;9363;42
65000;1789;-1171;390;1626;12326;42
66000;1197;-563;388;1093;14714;42
67000;1261;109;934;1164;16914;42
68000;877;-131;154;1093;19122;42
69000;845;-67;164;925;21330;42
70000;445;445;438;1088;23886;42
71000;301;797;470;435;26210;42
72000;-35;877;594;709;28430;42
73000;-403;1085;636;855;30654;42
74000;-643;1005;742;762;-32658;42
75000;-867;1181;1104;654;-30818;42
76000;-1187;1101;971;984;-28722;42
77000;-1011;1389;350;1379;-26510;42
78000;-995;1277;480;1287;-24302;42
79000;-1171;909;257;1213;-22094;42
80000;-963;749;420;969;-19658;42
81000;-979;125;634;897;-17374;42
82000;-963;-51;517;956;-15166;42
83000;-1075;-83;249;633;-12958;42
84000;-563;-435;509;1008;-10750;42
85000;-291;-739;546;959;-7846;42
86000;77;-883;593;832;-5842;42
87000;109;-979;569;854;-3606;42
88000;445;-1011;590;736;-1366;42
89000;589;-963;772;480;874;42
90000;813;-995;241;794;2466;42
91000;989;-1715;427;1471;4526;42
92000;1277;-1475;413;1507;6778;42
93000;1373;-1331;445;1467;9018;42
94000;1421;-963;464;1459;11258;42
95000;1325;-931;85;1318;13750;43
96000;1117;-451;48;1031;16110;43
97000;893;-307;78;847;18684;43
98000;669;-147;4;672;20543;43
99000;669;541;436;959;22974;43
100000;269;557;425;746;24866;43
101000;29;765;662;621;27022;43
102000;45;1261;635;1110;29156;43
103000;-291;1213;674;1005;31570;43
104000;-707;1117;673;856;-31408;42
105000;-979;925;752;673;-29044;42
106000;-1155;845;525;927;-26929;42
107000;-851;541;622;681;-24532;42
108000;-595;749;-62;715;-22276;42
109000;-883;77;643;632;-20020;42
110000;-739;-51;732;744;-18724;42
111000;-1171;157;247;1037;-16436;42
112000;-995;61;446;1033;-14311;42
113000;-915;-419;692;1207;-12196;42
114000;-627;-563;549;1012;-9448;42
115000;-115;-787;526;805;-7191;42
116000;45;-931;555;878;-4804;42
117000;29;-883;273;789;-2548;42
118000;685;-579;653;444;-292;42
119000;461;-1011;393;1105;1964;42
120000;749;-1347;538;1486;3116;42
121000;1517;-2195;558;1942;5457;42
122000;1997;-1811;863;2061;7118;42
123000;1965;-1715;684;1997;9464;42
124000;1773;-1091;439;1707;12536;41
125000;1341;141;903;1114;14972;41
126000;893;-99;542;813;17148;41
127000;685;-35;4;763;19340;41
128000;573;45;24;684;21532;41
129000;445;269;195;572;23796;42
130000;413;829;474;1000;26024;42
131000;-19;861;476;893;28232;42
132000;-51;1149;422;1311;30440;42
133000;-419;1405;498;1287;32648;42
134000;-835;1549;483;1460;-30668;41
135000;-1155;1309;810;1178;-28468;41
136000;-1283;845;899;994;-26276;41
137000;-1171;893;556;965;-24084;41
138000;-1059;285;785;787;-21755;41
139000;-1043;125;854;823;-19712;42
140000;-851;381;32;688;-17512;42
141000;-675;189;199;721;-15442;42
142000;-627;45;25;471;-13096;42
143000;-643;-355;215;950;-10888;42
144000;-355;-307;319;381;-8411;42
145000;-35;-947;556;869;-5892;42
146000;-131;-931;499;899;-3688;42
147000;669;-771;685;349;-1480;42
148000;781;-1091;647;980;590;42
149000;813;-1203;621;1041;2636;42
150000;1005;-1459;440;1474;4756;42
151000;1469;-963;1007;1178;7258;42
152000;1213;-1219;276;1405;9204;42
153000;1181;-1075;281;1246;11428;42
154000;1549;-403;712;1123;13724;42
155000;1117;-371;110;1019;16250;42
156000;1181;-179;287;1253;18196;42
157000;989;-259;-82;1222;20420;42
158000;733;461;193;741;23496;42
159000;-67;637;416;578;25980;42
160000;61;781;445;520;28208;42
161000;-403;573;529;370;30448;42
162000;-451;797;344;928;32548;42
163000;-611;573;666;362;-30328;42
164000;-851;573;811;695;-29652;42
165000;-1107;1293;625;1230;-27732;42
166000;-1203;1805;408;1613;-25484;42
167000;-1715;1309;647;1543;-23260;42
168000;-1683;925;534;1406;-20064;42
169000;-883;13;622;734;-17552;42
170000;-563;-147;499;656;-15316;42
171000;-499;-355;619;605;-13060;42
172000;45;-147;131;1;-10804;42
173000;-147;-595;544;605;-8728;42
174000;-83;-691;514;837;-6556;42
175000;61;-963;554;989;-4054;42
176000;237;-723;426;224;-2247;42
177000;365;-1171;439;900;116;42
178000;525;-1043;487;982;2304;42
179000;765;-1283;304;1356;4528;42
180000;973;-1123;248;1125;6768;42
181000;1261;-659;830;924;9008;42
182000;1101;-867;256;1055;11248;42
183000;1037;-483;424;1005;13608;42
184000;893;-179;334;862;15888;42
185000;637;-115;130;479;18128;42
186000;605;125;218;710;20648;42
187000;445;253;297;678;22468;42
188000;301;269;284;648;24716;42
189000;221;541;365;438;26888;42
190000;-163;573;497;670;29096;42
191000;13;1373;374;1442;31304;42
192000;-227;1549;320;1458;-32024;42
193000;-723;1565;465;1517;-29900;42
194000;-1235;1421;860;1134;-27696;42
195000;-1427;1149;817;1213;-25596;42
196000;-1507;925;737;1256;-23216;42
197000;-1315;445;724;1094;-20976;42
198000;-1203;125;825;1037;-18694;42
199000;-1187;61;775;1114;-16780;42
200000;-1091;-131;659;1148;-14556;42
201000;-931;-163;576;1239;-12332;42
202000;-675;-259;337;1080;-10108;42
203000;-563;-835;574;1203;-8040;42
204000;-307;-1315;728;1661;-5868;42
205000;-83;-1763;698;1929;-3783;42
206000;173;-1827;723;1400;-1420;42
207000;749;-1731;566;1880;804;42
208000;1533;-1555;1409;1302;2872;42
209000;1741;-1907;900;1850;5044;42
210000;1805;-1955;701;1973;7407;42
211000;1773;-1827;370;2073;9492;42
212000;1773;-1459;127;1710;12328;42
213000;1213;-547;413;1090;14584;42
214000;1213;157;602;1127;17196;42
215000;1101;301;721;1248;19128;42
216000;1005;333;578;1418;21336;42
217000;685;493;283;976;23892;42
218000;157;653;415;699;26216;42
219000;-99;893;589;859;28436;42
220000;-323;925;570;867;30660;42
221000;-515;1405;482;1301;-32513;42
222000;-643;1357;512;1378;-30824;42
223000;-1027;1293;685;1309;-28720;42
224000;-1043;1565;311;1479;-26642;42
225000;-1619;669;995;1060;-24296;42
226000;-1379;653;871;1253;-22226;42
227000;-1027;781;10;979;-19640;42
228000;-1043;-3;567;939;-17340;42
229000;-867;-83;517;941;-15116;42
230000;-803;-243;486;958;-13031;42
231000;-595;-515;584;952;-10668;42
232000;-323;-819;603;975;-8156;42
233000;-3;-931;606;835;-5836;42
234000;237;-1107;636;1002;-3460;42
235000;333;-1059;576;757;-1360;42
236000;813;-803;771;391;880;42
237000;893;-771;792;908;2532;42
238000;1309;-1075;1074;930;4464;42
239000;1437;-1299;916;1269;6680;42
240000;1373;-1635;-13;1829;8750;42
241000;1549;-1251;259;1480;12031;42
242000;941;-307;407;702;14603;42
243000;493;-131;303;288;16843;42
244000;509;-19;311;452;18943;42
245000;397;221;367;477;21603;42
246000;221;301;265;309;23563;42
247000;61;493;431;475;24915;42
248000;61;637;507;780;27181;42
249000;-211;1101;780;1026;28996;42
250000;-419;1213;611;1090;31359;42
251000;-659;1261;626;955;-31329;42
252000;-915;845;701;692;-28921;42
253000;-915;669;582;608;-26833;42
254000;-899;493;569;722;-24453;42
255000;-675;653;344;744;-22213;42
256000;-627;413;146;514;-19973;42
257000;-803;-19;741;688;-18685;42
258000;-1235;45;787;1279;-16801;42
259000;-1235;-147;674;1401;-14561;42
260000;-1043;-339;637;1328;-12337;42
261000;-643;-739;666;1172;-9417;41
262000;13;-723;438;238;-7021;41
263000;237;-579;475;86;-4841;41
264000;61;-963;334;1134;-2649;41
265000;253;-1251;405;1291;-457;41
266000;573;-1187;528;1137;1735;41
267000;893;-1251;653;1333;3027;42
268000;1485;-1971;845;1981;4991;42
269000;1949;-2003;815;2175;7495;42
270000;2045;-1939;448;2350;9427;42
271000;2045;-1171;652;1750;12631;41
272000;1181;-323;494;955;15111;41
273000;765;-83;350;758;17287;41
274000;621;13;246;623;19479;41
275000;573;461;679;939;21671;41
276000;525;413;407;934;23839;42
277000;381;605;392;969;26035;42
278000;45;1117;517;1544;28243;42
279000;-147;1149;396;1305;30451;42
280000;-899;1053;847;493;-32601;42
281000;-1107;1133;1189;680;-30669;41
282000;-1219;989;993;953;-28473;41
283000;-1219;1085;803;968;-26281;41
284000;-1219;797;675;1016;-24089;41
285000;-1139;605;620;949;-21897;41
286000;-1043;205;699;856;-19621;42
287000;-931;-3;601;835;-17389;42
288000;-803;-51;557;858;-15181;42
289000;-707;-195;515;887;-12973;42
290000;-691;-291;461;935;-10765;42
291000;-451;-579;415;332;-7861;42
292000;189;-547;501;621;-5869;42
293000;125;-1075;533;961;-3788;42
294000;317;-1123;609;1012;-1425;42
295000;621;-1171;640;941;799;42
296000;877;-1187;657;1045;2651;42
297000;1037;-1379;653;1392;4623;42
298000;1229;-1331;504;1372;6991;42
299000;1165;-1123;735;1350;9215;42
300000;1357;-819;-34;1303;11439;42
301000;1133;-739;45;1021;13735;42
302000;1325;-211;649;1274;15983;42
303000;1309;157;732;1561;18485;42
304000;909;-35;145;951;20709;42
305000;685;45;-8;690;23507;42
306000;317;861;578;1040;25979;42
307000;-99;701;483;629;28063;42
308000;-99;973;443;982;30443;42
309000;-467;749;542;544;32683;42
310000;-659;717;456;394;-30613;42
311000;-723;477;617;531;-29646;42
312000;-1155;1277;798;1233;-27721;42
313000;-1523;1405;687;1561;-25473;42
314000;-1939;1565;235;1780;-23249;42
315000;-1491;717;813;1364;-19515;42
316000;-867;-19;699;666;-17441;42
317000;-451;-179;417;555;-14941;42
318000;-659;-323;698;878;-12981;42
319000;-163;-531;519;621;-10741;42
320000;-51;-499;418;563;-8717;42
321000;-35;-627;447;516;-6561;42
322000;317;-483;497;314;-4476;42
323000;269;-867;435;737;-2113;42
324000;413;-755;495;784;111;42
325000;829;-771;686;538;2311;42
326000;813;-867;649;745;4539;42
327000;861;-1315;253;1133;6779;42
328000;1181;-643;866;1089;9159;42
329000;1133;-851;255;1153;11259;42
330000;1341;-179;989;963;13607;42
331000;877;-371;335;935;15883;42
332000;813;-51;591;1154;18123;42
333000;637;-19;251;735;20223;42
334000;429;285;417;1133;22603;42
335000;221;333;149;295;24711;42
336000;173;669;365;725;26883;42
337000;109;845;374;764;29229;42
338000;-227;1005;427;918;31299;42
339000;-371;1485;541;965;-32029;42
340000;-1027;1197;793;1081;-29905;42
341000;-1347;1293;959;1223;-27421;42
342000;-1347;1341;477;1414;-25461;42
343000;-1475;957;1079;1111;-23221;42
344000;-1347;557;784;1110;-20981;42
345000;-1027;461;244;1003;-18945;42
346000;-1235;93;715;1126;-16924;42
347000;-1059;61;871;1194;-14561;42
348000;-931;-179;231;1024;-12198;42
349000;-915;-579;762;1449;-10113;42
350000;-515;-819;586;1169;-8045;42
351000;-243;-1059;584;1083;-5873;42
352000;-179;-1699;730;2070;-3510;42
353000;333;-1955;719;2200;-1425;42
354000;877;-1667;1054;1458;799;42
355000;1213;-2083;808;1884;2879;42
356000;1629;-2067;981;2061;5055;42
357000;1741;-1923;764;1920;7279;42
358000;1709;-1907;288;1953;9503;42
359000;1773;-1331;317;1604;12327;42
360000;1389;-147;763;1169;14715;42
361000;973;-195;384;938;16915;42
362000;941;-147;196;948;19123;42
363000;1037;349;550;1154;21331;42
364000;605;413;210;906;24054;42
365000;333;861;534;1436;26073;42
366000;-83;973;597;721;28431;42
367000;-291;941;531;782;30655;42
368000;-851;1325;718;659;-32657;42
369000;-1171;1101;1119;949;-30924;42
370000;-1203;973;1187;799;-28721;42
371000;-1267;1101;741;1107;-26233;42
372000;-1299;1181;766;1311;-24439;42
373000;-1491;749;399;1334;-22093;42
374000;-995;957;68;1033;-19645;42
375000;-899;253;512;947;-17345;42
376000;-899;-67;542;939;-15260;42
377000;-803;-195;490;994;-12897;42
378000;-563;-467;546;949;-10673;42
379000;-275;-867;681;940;-8161;42
380000;13;-803;627;940;-5829;42
381000;125;-963;535;909;-3589;42
382000;333;-1027;540;821;-1349;42
383000;525;-1059;555;838;891;42
384000;781;-1123;574;1055;2447;42
385000;1069;-1395;690;1408;4471;42
386000;1309;-1651;489;1611;6691;42
387000;1485;-1411;564;1610;8899;42
388000;1261;-1347;6;1525;12042;42
389000;893;-275;354;757;14754;42
390000;829;253;724;611;16854;42
391000;461;45;298;400;19094;42
392000;285;237;326;405;21334;42
393000;109;429;357;331;23574;42
394000;-3;477;404;444;24914;42
395000;93;861;605;1128;26890;42
396000;189;1613;593;1842;28991;42
397000;-579;1357;892;982;31354;42
398000;-1075;1229;889;860;-30761;42
399000;-947;909;680;648;-28926;42
400000;-963;733;551;860;-26698;42
401000;-787;733;434;806;-24458;42
402000;-979;253;622;604;-21798;42
403000;-819;13;644;615;-19978;42
404000;-787;-131;750;774;-18746;42
405000;-1235;45;774;1287;-16794;42
406000;-1283;-131;698;1390;-14689;42
407000;-979;-227;501;1183;-12326;42
408000;-659;-835;661;1168;-9418;41
409000;-67;-851;625;794;-7026;41
410000;237;-931;609;857;-4983;41
411000;189;-1011;487;878;-2654;41
412000;381;-1123;508;941;-462;41
413000;877;-899;890;521;1867;41
414000;957;-1267;513;1361;2971;42
415000;1357;-1971;457;2001;4990;42
416000;1869;-1987;771;2110;7214;42
417000;2045;-1699;792;2028;9698;42
418000;2253;-931;1218;1779;12306;41
419000;1197;-259;590;1059;14962;41
420000;861;-51;337;841;17138;41
421000;637;13;87;728;19330;41
422000;733;317;423;735;21522;41
423000;637;605;524;1096;23798;42
424000;429;893;522;1270;26306;42
425000;301;1149;512;1512;28238;42
426000;-83;1357;369;1311;30446;42
427000;-483;1165;641;958;32654;42
428000;-787;1501;724;1375;-30674;41
429000;-1011;1293;727;1212;-28615;41
430000;-1267;1085;818;1044;-26286;41
431000;-1107;669;661;1009;-24094;41
432000;-1075;621;588;967;-21902;41
433000;-1091;333;586;860;-19586;42
434000;-771;477;135;692;-17522;42
435000;-739;269;47;608;-15176;42
436000;-595;221;-76;579;-13106;42
437000;-771;-371;456;1031;-10898;42
438000;-483;-627;481;985;-8410;42
439000;-67;-819;476;855;-5898;42
440000;125;-1091;569;1190;-3698;42
441000;365;-1171;626;1176;-1490;42
442000;813;-867;818;497;718;42
443000;925;-1139;650;1099;2626;42
444000;1085;-1411;650;1378;4618;42
445000;1229;-1427;376;1313;6986;42
446000;1309;-1075;311;1318;9210;42
447000;1261;-1011;281;1240;11434;42
448000;1389;-611;672;1266;13730;42
449000;1469;93;686;1235;15978;42
450000;1117;-195;335;1199;18202;42
451000;1085;45;541;1438;20287;42
452000;669;45;112;904;23502;42
453000;109;509;336;427;25974;42
454000;-307;429;473;478;28198;42
455000;-83;861;512;594;30298;42
456000;-531;589;586;344;32678;42
457000;-643;461;669;340;-30618;42
458000;-659;669;828;237;-29614;42
459000;-1027;1325;491;1567;-27871;42
460000;-1491;1421;741;1596;-25478;42
461000;-1475;1613;94;1685;-23254;42
462000;-1651;845;518;1426;-20082;42
463000;-787;317;76;496;-17578;42
464000;-643;-195;606;688;-15354;42
465000;-595;-467;872;624;-13114;42
466000;-99;-323;612;831;-10874;42
467000;29;-195;420;417;-8742;42
468000;-35;-675;471;303;-6550;42
469000;93;-771;376;219;-4187;42
470000;189;-835;527;749;-2241;42
471000;509;-611;468;872;122;42
472000;573;-1075;397;879;2310;42
473000;781;-1091;396;1031;4534;42
474000;1069;-883;908;821;6774;42
475000;1021;-1011;298;1122;9014;42
476000;829;-1027;160;1011;11254;42
477000;1133;-547;381;1021;13602;42
478000;957;-195;373;835;15878;42
479000;701;29;269;979;18258;42
480000;765;365;743;1171;20218;42
481000;637;557;419;1009;22598;42
482000;381;573;377;594;24706;42
483000;77;637;365;786;26878;42
484000;-147;557;396;905;29086;42
485000;-243;925;404;874;31156;42
486000;-323;1485;342;1254;-32034;42
487000;-899;1549;618;1097;-29898;42
488000;-1315;1293;951;1198;-27690;42
489000;-1475;1149;803;1208;-25590;42
490000;-1363;861;777;1158;-23210;42
491000;-1315;285;958;1036;-20690;42
492000;-1283;237;780;1015;-18946;42
493000;-1155;29;708;1103;-16790;42
494000;-1123;13;90;718;-14427;42
495000;-963;-211;433;1149;-12342;42
496000;-643;-547;553;1104;-10118;42
497000;-467;-883;592;1296;-8050;42
498000;-179;-1107;612;1344;-5878;42
499000;-211;-1699;721;1927;-3654;42
500000;253;-1715;621;1868;-1430;42
501000;845;-1875;837;1768;794;42
502000;1389;-1987;978;1902;3001;42
503000;1677;-2067;881;1892;5050;42
504000;1965;-1411;1154;1810;7274;42
505000;1837;-1667;491;1992;9498;42
506000;1949;-835;1042;1711;12144;42
507000;1293;-531;960;1241;14714;42
508000;1037;-259;256;1026;16910;42
509000;1085;237;735;1265;19118;42
510000;893;189;355;1336;21188;42
511000;749;557;329;547;23882;42
512000;61;349;376;579;26206;42
513000;-83;909;495;832;28426;42
514000;-515;845;616;784;30789;42
515000;-643;1005;677;781;-32662;42
516000;-947;1053;1008;424;-30822;42
517000;-1171;1149;887;918;-28587;42
518000;-995;1453;1200;1121;-26514;42
519000;-1235;925;636;1326;-24306;42
520000;-1251;797;589;1125;-22098;42
521000;-1219;557;198;1014;-19638;42
522000;-1027;-3;733;928;-17346;42
523000;-883;-19;303;596;-15126;42
524000;-851;-371;607;1013;-12902;42
525000;-627;-499;551;873;-10678;42
526000;-131;-755;548;664;-7990;42
527000;-99;-755;515;1067;-5830;42
528000;157;-995;572;884;-3594;42
529000;413;-1091;629;942;-1354;42
530000;429;-1331;494;1060;886;42
531000;717;-931;545;935;2442;42
532000;1101;-1315;258;1496;4466;42
533000;1245;-1507;523;1582;6686;42
534000;1373;-1379;440;1579;8894;42
535000;1773;-1043;341;1557;11102;42
536000;1597;-819;407;1506;13670;42
537000;1357;-83;244;1110;16010;42
538000;1053;-35;476;1059;18526;42
539000;893;29;331;1000;20486;42
540000;445;157;273;849;22726;42
541000;333;669;428;835;24628;42
542000;269;1181;718;1637;26906;42
543000;-163;989;544;996;29130;42
544000;-387;1293;617;1077;31354;42
545000;-515;1405;325;1558;-31667;42
546000;-995;701;793;711;-29077;42
547000;-915;749;655;631;-26837;42
548000;-611;973;148;989;-24597;42
549000;-787;637;140;760;-22357;42
550000;-835;205;921;793;-19837;42
551000;-867;13;731;677;-18777;42
552000;-1219;13;838;1233;-16801;42
553000;-1235;-115;654;1332;-14700;42
554000;-979;-355;589;1171;-12337;42
555000;-675;-579;514;912;-9525;41
556000;-35;-931;579;798;-7165;41
557000;77;-883;502;717;-5122;41
558000;157;-899;401;849;-2793;41
559000;349;-867;673;351;-601;41
560000;669;-1203;581;1127;1591;41
561000;941;-1203;413;1364;3003;42
562000;1501;-1875;870;1936;4995;42
563000;1933;-2019;440;2277;7495;42
564000;1997;-1859;610;2002;9427;42
565000;2157;-915;789;1598;12523;41
566000;1181;-307;555;995;14967;41
567000;749;-115;388;803;17143;41
568000;541;-275;148;653;19198;41
569000;269;29;29;650;21527;41
570000;701;669;559;1241;23803;42
571000;221;429;389;713;26035;42
572000;-19;765;487;692;28243;42
573000;-227;1005;468;1438;30451;42
574000;-579;989;751;871;32659;42
575000;-851;1485;538;1448;-30531;41
576000;-1187;1037;934;962;-28610;41
577000;-1139;957;692;880;-26281;41
578000;-1107;701;643;996;-24089;41
579000;-819;797;394;1000;-21897;41
580000;-1011;301;618;869;-19853;42
581000;-915;13;692;833;-17517;42
582000;-851;-83;506;876;-15309;42
583000;-675;13;555;1109;-13101;42
584000;-691;-323;467;933;-11031;42
585000;-259;-291;284;683;-8217;42
586000;-115;-787;462;872;-5865;42
587000;125;-915;535;758;-3649;42
588000;301;-1091;573;1107;-1425;42
589000;589;-1075;675;996;799;42
590000;1021;-819;987;588;2435;42
591000;1085;-1459;628;1431;4346;42
592000;1405;-1251;952;1257;6719;42
593000;1197;-1635;45;1644;8943;42
594000;1373;-1219;196;1483;11167;42
595000;1453;-883;165;1377;13679;42
596000;1133;-403;429;1184;15987;42
597000;1165;-83;593;1420;18207;42
598000;941;125;93;759;20431;42
599000;685;317;280;1016;23387;42
600000;173;605;358;100;25831;42
601000;-195;669;331;372;28059;42
602000;-147;957;410;1026;30859;42
603000;-579;573;718;131;32539;42
604000;-723;621;638;411;-30757;42
605000;-723;621;578;587;-29599;42
606000;-1123;1245;766;1128;-27721;42
607000;-1475;1213;963;1333;-25473;42
608000;-1315;1421;383;1619;-23249;42
609000;-1539;861;524;1283;-20077;42
610000;-915;29;757;785;-17573;42
611000;-659;-195;605;704;-15349;42
612000;-435;-355;518;607;-12969;42
613000;-211;-99;180;65;-10869;42
614000;-99;-691;548;600;-8749;42
615000;-35;-707;525;642;-6561;42
616000;29;-1123;529;1080;-4337;42
617000;381;-771;471;524;-2113;42
618000;429;-883;462;747;111;42
619000;541;-1027;364;957;2311;42
620000;733;-1123;351;1078;4539;42
621000;861;-1011;316;1071;6779;42
622000;941;-947;247;1106;9019;42
623000;1085;-739;310;1040;11539;42
624000;1021;-803;16;939;13458;42
625000;797;-435;169;750;15883;42
626000;765;-83;513;789;18123;42
627000;573;61;208;645;20363;42
628000;445;381;264;592;22463;42
629000;413;781;563;1156;24840;42
630000;-3;413;305;514;26883;42
631000;-3;925;427;1487;29091;42
632000;-83;797;474;549;31299;42
633000;-531;1037;550;1155;-32029;42
634000;-1027;1021;840;879;-29905;42
635000;-1251;1245;933;1162;-27701;42
636000;-1363;1245;551;1286;-25461;42
637000;-1219;1229;71;1379;-23221;42
638000;-1235;669;848;1243;-20981;42
639000;-1203;269;754;977;-18945;42
640000;-979;381;114;894;-16785;42
641000;-1155;-355;752;1163;-14422;42
642000;-899;-227;524;1151;-12337;42
643000;-515;-211;85;582;-10113;42
644000;-899;-867;756;1489;-8045;42
645000;-131;-1203;660;1413;-5873;42
646000;-35;-1555;679;1648;-3649;42
647000;365;-1731;653;1517;-1564;42
648000;877;-1795;806;1513;799;42
649000;1581;-1891;1165;1557;2879;42
650000;1757;-1603;1381;1604;5055;42
651000;1645;-2163;526;2139;7279;42
652000;1837;-1667;460;1809;9503;42
653000;1661;-1235;420;1627;12327;42
654000;1229;-323;954;1194;14715;42
655000;1085;77;902;999;16915;42
656000;653;-467;225;911;19123;42
657000;797;13;21;867;21331;42
658000;557;221;143;888;23887;42
659000;157;653;469;1354;26211;42
660000;-115;877;524;837;28431;42
661000;-67;1453;495;1386;30655;42
662000;-707;1117;692;687;-32657;42
663000;-771;1389;492;1315;-30817;42
664000;-1427;957;1094;784;-28582;42
665000;-1235;1037;791;1170;-26647;42
666000;-1107;1245;235;1295;-24301;42
667000;-995;1085;493;1217;-22231;42
668000;-1283;525;546;1055;-19645;42
669000;-979;221;56;663;-17345;42
670000;-963;-83;562;822;-15121;42
671000;-755;-323;496;909;-12897;42
672000;-579;-483;433;803;-10673;42
673000;-179;-723;562;779;-8161;42
674000;-35;-963;630;841;-5829;42
675000;349;-819;558;603;-3589;42
676000;685;-723;802;273;-1209;42
677000;845;-707;815;526;891;42
678000;1037;-755;966;504;2447;42
679000;1261;-1059;1077;1085;4471;42
680000;1309;-1571;512;1627;6691;42
681000;1453;-1523;288;1767;8899;42
682000;1565;-1283;180;1577;12042;42
683000;1037;-83;821;799;14614;42
684000;589;-115;373;544;16854;42
685000;493;173;290;501;19094;42
686000;269;125;382;468;21334;42
687000;125;509;416;919;23574;42
688000;-227;461;408;163;24914;42
689000;125;893;542;1010;27033;42
690000;-67;1181;675;1168;29130;42
691000;-195;1565;516;1762;31354;42
692000;-771;1357;643;1040;-31334;42
693000;-899;845;731;528;-28926;42
694000;-867;797;487;766;-26698;42
695000;-691;669;270;846;-24458;42
696000;-1139;285;907;633;-22218;42
697000;-771;13;696;611;-19978;42
698000;-771;29;494;627;-18802;42
699000;-1155;157;521;1137;-16506;42
700000;-1219;-3;445;1205;-13994;42
701000;-1075;-243;474;1151;-12326;42
702000;-771;-883;639;1027;-9418;41
703000;-131;-819;688;877;-7026;41
704000;-227;-1123;580;814;-4846;41
705000;189;-835;482;393;-2654;41
706000;301;-1283;503;866;-462;41
707000;797;-915;820;455;1730;41
708000;973;-1331;726;1236;3034;42
709000;1613;-1603;1316;1496;4990;42
710000;1805;-2275;623;2231;7214;42
711000;2045;-1763;695;2074;9422;42
712000;2013;-1203;540;1677;12730;41
713000;1421;77;1215;1251;14962;41
714000;797;-243;356;870;17138;41
715000;637;-99;268;768;19193;41
716000;749;381;397;829;21522;41
717000;317;189;64;402;23798;42
718000;173;541;403;638;26030;42
719000;45;749;402;853;28100;42
720000;-227;1053;386;1408;30446;42
721000;-707;925;691;728;32654;42
722000;-947;1101;884;1042;-30674;41
723000;-1171;1037;1112;741;-28478;41
724000;-1235;957;737;1216;-26286;41
725000;-1219;797;666;996;-24094;41
726000;-1043;541;602;867;-22039;41
727000;-1075;301;695;883;-19722;42
728000;-947;-19;604;826;-17522;42
729000;-867;-51;298;915;-15314;42
730000;-787;-259;504;877;-13106;42
731000;-771;-563;556;1103;-10898;42
732000;-467;-675;566;998;-8234;42
733000;-83;-963;595;858;-5762;42
734000;157;-1043;585;1004;-3698;42
735000;397;-1155;567;1005;-1490;42
736000;797;-883;848;625;718;42
737000;557;-1299;439;1206;2626;42
738000;1101;-1363;616;1323;4758;42
739000;1149;-1395;541;1535;6986;42
740000;1453;-835;862;1224;9210;42
741000;1325;-771;440;1086;11434;42
742000;1229;-771;272;1217;13730;42
743000;1085;-579;248;1149;15978;42
744000;1229;-243;171;1199;18202;42
745000;893;-243;130;1086;20287;42
