Timestamp;a;b;q;d;hElAngle;hElvelocity
9652000;-963;605;622;831;-24291;42
9653000;-755;541;480;822;-21945;42
9654000;-979;205;643;817;-20079;42
9655000;-899;141;640;951;-17939;42
9656000;-931;-483;477;654;-15731;42
9657000;-835;-371;641;1025;-13661;42
9658000;-595;-563;618;815;-11315;42
9659000;-419;-707;634;1210;-8867;42
9660000;-35;-739;550;713;-6591;42
9661000;301;-627;488;742;-4525;42
9662000;77;-1235;373;1273;-2179;42
9663000;397;-1059;483;1091;29;42
9664000;669;-1283;488;1362;1901;41
9665000;1245;-1379;890;1346;3985;41
9666000;1373;-1587;674;1624;6165;41
9667000;1501;-1715;188;1783;8341;41
9668000;1501;-1443;207;1704;10517;41
9669000;1773;-419;1077;1373;13245;40
9670000;1053;-195;450;952;15414;40
9671000;861;-147;329;848;17677;40
9672000;749;-291;-107;593;19821;40
9673000;733;413;540;1312;21965;40
9674000;525;381;215;752;24217;40
9675000;-83;925;482;1080;26739;40
9676000;173;1165;524;1663;28761;40
9677000;-275;1101;550;1074;30921;40
9678000;-691;1165;882;670;-32455;40
9679000;-835;1789;584;1572;-30210;42
9680000;-1251;1069;885;1028;-27779;42
9681000;-1203;1037;707;1019;-25571;42
9682000;-1139;733;614;966;-23363;42
9683000;-1027;429;542;831;-21155;42
9684000;-947;221;605;882;-19007;42
9685000;-947;-291;993;978;-16819;42
9686000;-995;-179;516;1104;-14611;42
9687000;-563;269;193;696;-12403;42
9688000;-611;-563;428;1011;-9781;42
9689000;-451;-883;626;1395;-8071;42
9690000;109;-707;499;1133;-5879;42
9691000;29;-1539;754;1892;-3655;42
9692000;445;-1603;692;1433;-1431;42
9693000;1005;-1363;1042;1003;793;42
9694000;1309;-1555;899;1498;2873;42
9695000;1293;-1683;729;1712;5049;42
9696000;1469;-1555;893;1457;7273;42
9697000;1741;-1075;931;1612;9497;42
9698000;1421;-1171;272;1475;12345;42
9699000;1245;-67;694;1032;14741;42
9700000;861;-99;377;878;17092;42
9701000;861;-147;132;868;19038;42
9702000;573;-99;126;476;21401;42
9703000;477;429;290;763;24033;42
9704000;13;605;480;518;26381;42
9705000;-163;717;460;423;28613;42
9706000;-195;1117;403;952;30853;42
9707000;-515;637;629;392;-32443;42
9708000;-707;669;672;497;-30647;42
9709000;-899;829;686;736;-28555;42
9710000;-963;957;626;947;-26327;42
9711000;-1251;669;718;1095;-23964;42
9712000;-899;1037;-143;1186;-21879;42
9713000;-1091;397;508;938;-19247;42
9714000;-819;-3;640;745;-17026;42
9715000;-787;-51;292;430;-14651;42
9716000;-115;29;152;516;-12411;42
9717000;-291;-451;486;668;-10171;42
9718000;-211;-643;520;730;-8181;42
9719000;-99;-723;457;812;-5863;42
9720000;77;-883;427;859;-3639;42
9721000;221;-675;610;541;-1415;42
9722000;621;-819;634;653;1087;42
9723000;669;-1155;504;1081;3029;42
9724000;1197;-931;960;906;5105;42
9725000;1229;-1203;455;1291;7361;42
9726000;1229;-1171;348;1394;9617;42
9727000;1261;-931;292;1216;11873;42
9728000;1309;-259;545;1171;13865;42
9729000;1565;77;1134;1471;16021;42
9730000;1373;77;593;1344;18261;42
9731000;1021;-179;76;1218;20501;42
9732000;765;349;240;1012;23281;42
9733000;189;589;390;662;25939;42
9734000;-131;701;451;625;28020;42
9735000;-3;925;378;1126;30105;42
9736000;-451;717;542;734;32329;42
9737000;-627;861;612;715;-31019;42
9738000;-787;1389;445;1152;-28795;42
9739000;-1299;829;786;984;-26415;42
9740000;-1091;669;714;877;-24315;42
9741000;-931;877;86;910;-22075;42
9742000;-1155;-99;1061;786;-19695;42
9743000;-1027;45;672;833;-17767;42
9744000;-755;93;221;512;-15404;42
9745000;-755;-147;434;807;-13319;42
9746000;-531;-355;401;769;-11095;42
9747000;-467;-483;373;872;-8955;42
9748000;-163;-867;510;826;-6567;42
9749000;45;-867;493;749;-4343;42
9750000;221;-899;471;928;-2119;42
9751000;429;-1267;601;1188;-34;42
9752000;941;-1283;574;1569;2293;42
9753000;1245;-1491;804;1391;4505;42
9754000;1437;-1011;936;1123;6729;42
9755000;1213;-1395;288;1429;9092;42
9756000;1261;-947;344;1239;11177;42
9757000;1229;-707;390;1151;13461;42
9758000;1117;-435;232;1065;15705;42
9759000;1181;-35;787;1230;17790;42
9760000;829;-275;95;975;20153;42
9761000;845;13;48;1064;22377;42
9762000;829;925;577;1618;24673;42
9763000;253;1213;686;1375;26793;42
9764000;125;1629;671;1797;29173;42
9765000;-179;1533;710;1520;31413;42
9766000;-899;1469;789;1332;-31883;42
9767000;-1203;1357;976;936;-29871;42
9768000;-1299;1149;994;1032;-27707;42
9769000;-1427;973;1055;1073;-25479;42
9770000;-1363;1005;667;1224;-23394;42
9771000;-1299;637;611;1163;-21031;42
9772000;-1299;445;653;1236;-18963;42
9773000;-1331;141;714;1265;-16791;42
9774000;-1331;-19;560;1422;-14567;42
9775000;-1187;-243;567;1397;-12343;42
9776000;-819;-643;622;1199;-9039;42
9777000;61;-851;669;663;-6491;42
9778000;285;-883;646;664;-4114;42
9779000;333;-739;518;493;-2140;42
9780000;813;-451;700;120;257;42
9781000;797;-371;776;234;2513;42
9782000;637;-723;445;914;3233;42
9783000;1181;-1619;582;1524;4902;42
9784000;1645;-1859;555;1909;7305;42
9785000;1805;-1715;410;1997;9529;42
9786000;1885;-1427;228;1665;12917;42
9787000;1053;-179;468;926;15481;42
9788000;653;-19;387;722;17981;42
9789000;637;349;613;793;19941;42
9790000;413;589;694;965;22181;42
9791000;93;429;338;416;24073;42
9792000;93;605;473;663;26197;42
9793000;-147;765;475;914;28286;42
9794000;-291;861;513;817;30649;42
9795000;-483;877;582;772;-32663;42
9796000;-611;973;418;935;-30247;42
9797000;-867;749;716;673;-28098;42
9798000;-867;605;452;687;-25443;42
9799000;-899;397;761;611;-23483;42
9800000;-707;509;182;668;-21243;42
9801000;-851;61;776;633;-19550;42
9802000;-1091;61;538;834;-17355;42
9803000;-739;189;142;627;-15127;42
9804000;-611;-531;704;907;-12903;42
9805000;-419;-499;560;821;-10818;42
9806000;-259;-771;677;786;-8191;41
9807000;-67;-803;522;784;-5915;41
9808000;77;-995;422;1085;-3727;41
9809000;253;-947;437;894;-1261;41
9810000;509;-1411;375;1297;794;41
9811000;493;-1283;321;1350;2609;42
9812000;1069;-1235;1131;1030;4757;42
9813000;1389;-1411;592;1591;6985;42
9814000;1645;-899;1068;1219;9209;42
9815000;1549;-739;806;1251;11433;42
9816000;1341;-451;528;1162;13717;42
9817000;1149;-211;523;1010;15949;42
9818000;861;-371;-24;834;18157;42
9819000;1021;333;677;1286;20227;42
9820000;877;461;548;1235;22711;42
9821000;621;701;468;1482;24697;42
9822000;397;1117;695;1765;26889;42
9823000;-19;1341;649;1268;29113;42
9824000;-163;1853;583;1899;31337;42
9825000;-643;1853;620;1809;-31975;42
9826000;-1347;1501;1062;1363;-29907;42
9827000;-1555;1501;1050;1282;-27885;42
9828000;-1395;1421;715;1595;-25539;42
9829000;-1331;1181;578;1422;-23331;42
9830000;-1411;781;682;1279;-21123;42
9831000;-1411;125;1026;1228;-18751;42
9832000;-1459;77;940;1286;-16835;42
9833000;-1043;349;146;1100;-14627;42
9834000;-1187;-371;568;1480;-12557;42
9835000;-963;-515;510;1343;-9299;42
9836000;-179;-915;595;1003;-6823;42
9837000;77;-963;545;841;-4615;42
9838000;173;-1219;532;1213;-2530;42
9839000;749;-707;825;315;-167;42
9840000;893;-803;928;558;1617;42
9841000;989;-1363;585;1236;3681;42
9842000;1133;-1427;576;1452;5905;42
9843000;1213;-1379;286;1556;8268;42
9844000;1277;-1171;188;1367;10353;42
9845000;1309;-803;259;1147;12961;42
9846000;1021;-435;310;900;15163;42
9847000;861;-227;265;878;17521;42
9848000;813;-195;109;863;19745;42
9849000;685;93;124;796;21969;42
9850000;333;269;195;409;24417;42
9851000;237;909;493;945;26945;42
9852000;-163;733;471;601;29181;42
9853000;-291;1149;353;864;31421;42
9854000;-483;605;620;315;-31595;42
9855000;-739;893;700;571;-30091;42
9856000;-1027;941;696;869;-27991;42
9857000;-1043;861;602;958;-25898;42
9858000;-1155;845;552;1081;-23535;42
9859000;-1155;637;518;972;-21311;42
9860000;-1347;541;346;1190;-19015;42
9861000;-1331;-3;1100;1090;-16884;42
9862000;-979;-115;581;1002;-14487;42
9863000;-755;-483;547;952;-12231;42
9864000;-515;-627;581;865;-9975;42
9865000;-179;-819;550;979;-7745;42
9866000;-147;-1091;648;1188;-5687;42
9867000;29;-1219;607;1300;-3587;42
9868000;269;-1331;545;1333;-1347;42
9869000;557;-1395;495;1278;1311;42
9870000;893;-1075;624;815;3715;42
9871000;925;-915;560;1120;5971;42
9872000;957;-963;293;1026;8227;42
9873000;1005;-819;438;932;10483;42
9874000;1021;-691;254;969;12787;42
9875000;877;-291;375;842;15047;42
9876000;749;-19;370;753;17427;42
9877000;637;-147;141;584;19527;42
9878000;509;-51;-50;528;21767;42
9879000;349;285;190;475;23995;42
9880000;141;509;314;539;26219;42
9881000;-35;621;414;695;28443;42
9882000;-83;957;342;1445;30667;42
9883000;-691;1021;785;632;-32645;42
9884000;-771;1085;714;843;-30457;42
9885000;-947;1213;342;1417;-28233;42
9886000;-1235;957;792;919;-25993;42
9887000;-979;1117;132;1114;-23473;42
9888000;-1155;525;600;944;-21513;42
9889000;-1059;301;571;889;-19501;42
9890000;-1043;-19;737;939;-17349;42
9891000;-979;-115;603;922;-15125;42
9892000;-819;-147;294;706;-12901;42
9893000;-387;-3;22;466;-10677;42
9894000;-419;-419;269;793;-8285;42
9895000;-163;-675;427;892;-6005;42
9896000;-115;-1379;571;1365;-3781;42
9897000;269;-1379;606;1296;-1557;42
9898000;621;-1763;528;1585;945;42
9899000;1021;-1267;834;951;2855;42
9900000;1101;-1603;341;1570;5067;42
9901000;1341;-1155;704;1199;7291;42
9902000;1213;-1395;281;1476;9515;42
9903000;1229;-867;348;1210;11600;42
9904000;1341;-371;934;1231;13807;42
9905000;1549;-3;957;1508;15979;42
9906000;973;-259;-96;1213;18203;42
9907000;1149;-147;212;1311;20288;42
9908000;1037;237;306;1213;23275;42
9909000;317;653;397;861;25695;42
9910000;-51;893;556;824;27927;42
9911000;-307;1053;579;681;30167;42
9912000;-627;1005;733;772;32407;42
9913000;-899;989;757;707;-30889;42
9914000;-995;1005;849;852;-29724;42
9915000;-1427;1533;975;1459;-27721;42
9916000;-1731;1565;812;1697;-25477;42
9917000;-1923;1325;1076;1688;-23253;42
9918000;-1667;1165;467;1543;-20309;42
9919000;-899;317;409;988;-17881;42
9920000;-963;-179;591;972;-15669;42
9921000;-835;-179;484;925;-13445;42
9922000;-643;-451;484;960;-11221;42
9923000;-355;-915;805;1178;-8553;42
9924000;125;-739;540;617;-5937;42
9925000;237;-819;562;755;-3693;42
9926000;125;-819;343;898;-1437;42
9927000;765;-483;732;213;678;42
9928000;573;-835;501;804;2115;42
9929000;909;-1267;592;1254;4075;42
9930000;1069;-1395;533;1343;6315;42
9931000;1229;-1235;349;1473;8539;42
9932000;1357;-1155;284;1455;10763;42
9933000;1357;-771;314;1253;13611;42
9934000;909;-131;445;808;15882;42
9935000;669;-195;-82;722;18247;42
9936000;397;141;337;677;20487;42
9937000;301;221;176;565;22727;42
9938000;141;461;381;537;24629;42
9939000;61;717;457;796;26907;42
9940000;-259;589;450;392;29131;42
9941000;-131;1117;448;992;31355;42
9942000;-659;925;585;929;-31957;42
9943000;-963;829;887;620;-29877;42
9944000;-1027;989;754;1033;-27689;42
9945000;-1187;797;833;699;-25449;42
9946000;-1059;957;641;900;-23209;42
9947000;-1155;125;938;975;-20969;42
9948000;-1139;157;1102;942;-18945;42
9949000;-1091;-3;770;1079;-16789;42
9950000;-787;-131;551;1071;-14565;42
9951000;-771;-515;823;1168;-12341;42
9952000;-531;-611;563;886;-9978;42
9953000;-291;-771;588;959;-8061;42
9954000;-179;-1283;689;1459;-5905;42
9955000;45;-1059;520;1258;-3697;42
9956000;237;-1363;493;1468;-1489;42
9957000;717;-1635;680;1458;719;42
9958000;1197;-1651;727;1418;2855;42
9959000;1453;-1811;729;1881;5051;42
9960000;1757;-1651;725;1797;7275;42
9961000;1757;-1427;559;1712;9499;42
9962000;1341;-883;675;1417;12335;42
9963000;1021;-339;488;868;14985;42
9964000;765;-115;262;723;17049;42
9965000;685;-147;124;760;18981;42
9966000;493;45;107;582;21327;42
9967000;781;653;501;990;23547;42
9968000;381;733;450;1081;25759;42
9969000;-3;573;357;725;27829;42
9970000;-147;829;432;882;30175;42
9971000;-499;1213;470;1214;32383;42
9972000;-627;1533;567;1484;-30933;42
9973000;-1155;1165;918;953;-28859;42
9974000;-1459;1021;252;1342;-26513;42
9975000;-1155;541;946;1043;-24029;42
9976000;-1091;509;588;854;-21959;42
9977000;-1251;269;907;884;-19877;42
9978000;-931;29;792;822;-17665;42
9979000;-835;29;481;867;-15457;42
9980000;-771;77;-22;656;-13249;42
9981000;-611;-227;353;948;-11041;42
9982000;-179;-355;325;1005;-8473;42
9983000;-163;-803;449;946;-6145;42
9984000;333;-739;565;862;-3925;42
9985000;365;-1187;589;1095;-1701;42
9986000;589;-1171;601;1016;523;42
9987000;989;-1171;593;1131;2591;42
9988000;1053;-1635;330;1527;4627;42
9989000;1373;-1283;583;1417;6715;42
9990000;1309;-867;642;1370;8939;42
9991000;1197;-1123;305;1335;11024;42
9992000;1277;-963;-41;1117;13675;42
9993000;1101;-355;293;980;16121;42
9994000;1069;141;637;1086;18203;42
9995000;1181;109;207;1013;20566;42
9996000;797;285;174;744;23407;42
9997000;13;461;295;442;25859;42
9998000;-179;317;518;240;28099;42
9999000;-387;589;430;381;30496;42
10000000;-515;717;300;874;-32502;42
10001000;-675;557;551;178;-30669;42
10002000;-627;349;744;127;-29613;42
10003000;-1075;1133;740;1067;-27854;42
10004000;-1251;1677;313;1525;-25461;42
10005000;-1427;1277;606;1457;-23237;42
10006000;-1555;557;910;1400;-20173;42
10007000;-947;-19;767;786;-17830;42
10008000;-643;-211;590;651;-15453;42
10009000;-435;-291;532;625;-13197;42
10010000;-3;-163;433;591;-10659;42
10011000;-147;-739;717;1073;-8865;42
10012000;-19;-787;562;786;-6693;42
10013000;-35;-899;382;1150;-4469;42
10014000;285;-819;417;671;-2245;42
10015000;301;-995;446;1015;-21;42
10016000;589;-1059;415;1195;2031;42
10017000;877;-1139;403;1080;4391;42
10018000;989;-1091;390;1213;6631;42
10019000;989;-1203;-69;1069;8871;42
10020000;1133;-867;288;1016;11111;42
10021000;1357;-403;628;1003;13579;42
10022000;861;29;926;1001;15883;42
10023000;493;365;636;976;18399;42
10024000;573;-115;-66;360;20499;42
10025000;381;221;108;343;22599;42
10026000;205;349;206;561;24719;42
10027000;157;461;247;362;26907;42
10028000;-67;733;352;838;29131;42
10029000;-323;1005;478;883;31355;42
10030000;-547;1325;314;1395;-31957;42
10031000;-947;1117;733;893;-29877;42
10032000;-1251;1165;824;1136;-27689;42
10033000;-1379;1037;853;1150;-25449;42
10034000;-1651;1005;439;1287;-23209;42
10035000;-1043;605;343;1023;-20829;42
10036000;-1155;125;851;972;-18945;42
10037000;-1203;-35;888;1099;-16789;42
10038000;-1027;-3;345;792;-14565;42
10039000;-691;125;103;747;-12341;42
10040000;-547;-371;346;1124;-10117;42
10041000;-435;-867;629;1189;-8049;42
10042000;-211;-1187;678;1464;-5877;42
10043000;-3;-1539;672;1700;-3653;42
10044000;445;-1635;722;1590;-1429;42
10045000;733;-1859;895;1639;795;42
10046000;1389;-2227;696;1860;3129;42
10047000;1709;-1891;927;1868;5051;42
10048000;1757;-1859;716;1970;7275;42
10049000;1869;-1635;437;1956;9499;42
10050000;1981;-819;832;1598;12335;42
10051000;1309;-435;429;1030;14715;42
10052000;1053;-51;598;1211;16773;42
10053000;957;-115;179;962;19119;42
10054000;989;157;260;932;21327;42
10055000;573;397;135;938;23883;42
10056000;189;669;355;698;26069;42
10057000;-179;829;595;1251;28427;42
10058000;-291;1117;617;871;30651;42
10059000;-403;1309;587;752;-32661;42
10060000;-915;1485;544;1110;-30714;42
10061000;-1219;1053;1117;721;-28725;42
10062000;-1251;1117;866;1194;-26513;42
10063000;-1155;1149;659;1123;-24305;42
10064000;-1331;605;913;1271;-22097;42
10065000;-1187;413;662;1066;-19637;42
10066000;-867;205;700;939;-17345;42
10067000;-995;-371;743;1092;-15125;42
10068000;-787;-355;489;980;-12901;42
10069000;-611;-483;547;1050;-10677;42
10070000;-83;-435;449;582;-8153;42
10071000;-3;-963;658;902;-5829;42
10072000;125;-995;564;856;-3453;42
10073000;301;-1155;482;1190;-1353;42
10074000;573;-1011;593;819;887;42
10075000;781;-1139;468;1118;2591;42
10076000;1197;-1139;632;1244;4803;42
10077000;1117;-1491;184;1566;7047;42
10078000;1229;-1299;198;1487;9287;42
10079000;1245;-1107;40;1362;11977;43
10080000;749;-419;280;730;14688;43
10081000;509;125;532;817;16976;43
10082000;477;-3;257;469;19264;43
10083000;477;317;350;280;21552;43
10084000;29;269;203;79;23983;43
10085000;141;413;479;376;25036;43
10086000;125;701;501;902;27008;43
10087000;-51;1229;628;1116;29158;43
10088000;-435;925;904;872;31572;43
10089000;-755;1245;675;990;-31200;42
10090000;-995;733;980;646;-28836;42
10091000;-803;749;696;610;-26774;42
10092000;-1027;509;638;812;-24428;42
10093000;-755;397;510;700;-22220;42
10094000;-899;493;351;740;-20074;42
10095000;-1043;13;736;923;-18056;42
10096000;-707;61;530;967;-15986;42
10097000;-851;-483;635;539;-13778;42
10098000;-579;-691;668;850;-11570;42
10099000;-387;-643;727;1086;-9146;42
10100000;-131;-755;554;713;-6866;42
10101000;285;-563;479;816;-4658;42
10102000;189;-1075;426;959;-2588;42
10103000;333;-1123;479;998;-242;42
10104000;893;-867;865;833;1618;40
10105000;877;-1571;837;1081;4094;40
10106000;1341;-1571;649;1606;5715;40
10107000;1501;-1523;546;1779;8010;40
10108000;1709;-1267;506;1626;10170;40
10109000;1805;-771;610;1402;12942;40
10110000;1053;-291;107;891;15270;40
10111000;925;-115;264;831;17406;40
10112000;733;-3;253;820;19550;40
10113000;861;461;567;1227;21694;40
10114000;621;349;215;923;23994;40
10115000;269;445;294;460;26202;40
10116000;-51;925;430;1051;28497;40
10117000;-227;1165;569;1024;30522;40
10118000;-435;1533;727;1210;32682;40
10119000;-1091;1101;1093;1134;-30510;42
10120000;-1283;1181;922;1082;-27909;42
10121000;-1411;1069;584;1212;-25842;42
10122000;-1091;797;708;919;-23634;42
10123000;-1075;477;659;819;-21426;42
10124000;-1091;125;770;802;-19290;42
10125000;-835;445;250;888;-17244;42
10126000;-931;-355;305;826;-14898;42
10127000;-787;-195;368;909;-12552;42
10128000;-435;-131;178;782;-10482;42
10129000;-515;-691;543;1183;-8142;42
10130000;-115;-1091;744;1228;-5878;42
10131000;-67;-1219;458;1058;-3654;42
10132000;413;-1395;695;1246;-1152;42
10133000;749;-1395;680;1214;794;42
10134000;1069;-1155;1105;824;2874;42
10135000;1261;-1395;785;1328;4911;42
10136000;1421;-1379;549;1407;7274;42
10137000;1341;-1203;340;1420;9498;42
10138000;1229;-915;112;1268;12365;42
10139000;1309;-115;932;949;14576;42
10140000;893;-307;216;819;16800;42
10141000;797;-67;222;825;19024;42
10142000;685;-83;-61;746;21248;42
10143000;477;157;160;391;24000;42
10144000;-163;333;338;39;26664;42
10145000;-227;669;454;486;28620;42
10146000;-371;589;431;362;30860;42
10147000;-531;621;565;308;-32436;42
10148000;-675;589;620;392;-30760;42
10149000;-883;813;729;748;-28555;42
10150000;-1011;813;575;894;-26464;42
10151000;-803;1069;291;1102;-24240;42
10152000;-1027;733;444;994;-22016;42
10153000;-1187;637;-17;907;-19372;42
10154000;-723;-163;691;656;-17136;42
10155000;-595;-259;527;661;-14744;42
10156000;-531;-659;638;911;-12488;42
10157000;-259;-435;474;584;-10091;42
10158000;-115;-675;509;681;-8156;42
10159000;-99;-1059;598;1151;-5972;42
10160000;125;-867;427;726;-3452;42
10161000;205;-1075;424;1368;-1492;42
10162000;637;-739;473;383;748;42
10163000;813;-867;671;744;2892;42
10164000;1053;-787;888;745;5100;42
10165000;1133;-1027;375;1181;7340;42
10166000;1101;-1043;285;1247;9580;42
10167000;877;-691;609;1087;11820;42
10168000;1325;-115;696;1107;13979;42
10169000;1325;-307;537;1188;16040;42
10170000;1005;-163;306;1207;18296;42
10171000;957;-3;184;1022;20693;42
10172000;669;237;253;938;22808;42
10173000;445;781;564;1479;24788;42
10174000;285;1053;625;1156;26940;42
10175000;205;1485;539;1836;29180;42
10176000;93;1693;543;1676;31420;42
10177000;-691;1869;402;1817;-31384;40
10178000;-963;1277;662;1081;-29064;40
10179000;-1283;1037;839;1039;-26912;40
10180000;-1203;1181;141;1322;-24617;40
10181000;-979;1101;12;1186;-22592;40
10182000;-1171;365;702;1045;-20193;41
10183000;-1011;301;245;831;-18132;41
10184000;-995;-131;676;868;-15956;41
10185000;-787;-211;531;919;-13780;41
10186000;-771;-579;769;1265;-11604;41
10187000;-531;-547;486;1020;-9188;40
10188000;-323;-995;644;1261;-6956;40
10189000;45;-899;517;1047;-4800;40
10190000;61;-1523;509;1627;-2640;40
10191000;477;-1571;660;1396;-480;40
10192000;1085;-1235;970;1097;2023;40
10193000;1261;-1619;717;1455;4501;40
10194000;1293;-1555;612;1610;6121;40
10195000;1117;-1395;650;1475;8416;40
10196000;1437;-1251;379;1445;10576;40
10197000;1469;-867;431;1224;13036;40
10198000;1117;-547;136;982;15296;40
10199000;1245;-211;399;1035;17456;40
10200000;1005;-179;180;1131;19616;40
10201000;1085;77;50;1191;21776;40
10202000;557;701;458;1665;24464;41
10203000;93;797;471;894;27056;41
10204000;-179;973;618;990;28956;41
10205000;-435;1085;651;825;31132;41
10206000;-467;1565;562;1447;-32228;41
10207000;-755;1549;813;1327;-30208;42
10208000;-1235;1421;434;1626;-28048;42
10209000;-1155;1325;435;1388;-25836;42
10210000;-1283;1021;614;1226;-23628;42
10211000;-1203;845;675;1204;-21558;42
10212000;-1475;541;485;1100;-19068;42
10213000;-1027;157;446;1056;-16800;42
10214000;-1027;-115;588;1119;-14576;42
10215000;-963;-131;173;642;-12352;42
10216000;-451;-627;444;1216;-8766;42
10217000;205;-355;385;421;-7046;42
10218000;189;-803;558;586;-4664;42
10219000;317;-947;563;916;-2408;42
10220000;509;-483;704;61;-152;42
10221000;829;-547;664;640;2104;42
10222000;781;-627;853;387;3148;42
10223000;1277;-1139;942;1084;5024;42
10224000;1213;-1635;165;1804;7252;42
10225000;1565;-1539;346;1805;9460;42
10226000;1677;-1155;179;1499;13015;42
10227000;925;-259;352;800;15328;42
10228000;637;-3;341;597;17548;42
10229000;429;61;234;538;19788;42
10230000;269;429;563;835;22028;42
10231000;445;797;647;1060;23824;42
10232000;349;925;617;1272;25916;42
10233000;157;1181;527;1311;28144;42
10234000;-99;989;533;859;30368;42
10235000;-451;1021;516;1213;32592;42
10236000;-611;1133;435;838;-30528;42
10237000;-1155;781;969;569;-28088;42
10238000;-1027;253;926;431;-25988;42
10239000;-899;237;776;560;-23888;42
10240000;-547;621;96;733;-21508;42
10241000;-707;125;579;635;-19616;42
10242000;-1011;-115;825;919;-17072;42
10243000;-979;-227;893;1103;-15264;42
10244000;-499;-147;240;682;-13040;42
10245000;-467;-547;600;757;-10816;42
10246000;-259;-691;603;716;-8436;42
10247000;-67;-771;534;823;-6172;42
10248000;45;-867;400;792;-3964;42
10249000;253;-867;518;650;-1756;42
10250000;573;-867;652;520;452;42
10251000;541;-1139;558;1017;2360;42
10252000;1229;-1363;746;1316;4480;42
10253000;1373;-1491;686;1456;6704;42
10254000;1405;-1251;464;1472;8928;42
10255000;1293;-1139;128;1202;11152;42
10256000;1325;-595;521;1222;13664;42
10257000;1037;-179;457;856;15960;42
10258000;797;-259;44;629;18026;42
10259000;509;61;367;812;20372;42
10260000;413;237;114;754;22580;42
10261000;493;381;277;828;24966;42
10262000;125;669;391;920;26896;42
10263000;125;1373;520;1519;29120;42
10264000;-275;1421;621;1097;31344;42
10265000;-899;1037;896;863;-31968;42
10266000;-1171;1229;1049;823;-29900;42
10267000;-1363;1309;918;1138;-27740;42
10268000;-1459;1261;728;1403;-25532;42
10269000;-1171;1245;282;1408;-23324;42
10270000;-1155;957;144;1179;-21116;42
10271000;-1219;205;788;1047;-19004;42
10272000;-1219;157;660;1187;-16552;42
10273000;-1203;-211;796;1430;-14620;42
10274000;-899;-99;387;1211;-12412;42
10275000;-835;-419;338;1074;-9412;42
10276000;-67;-675;468;513;-6964;42
10277000;253;-547;503;616;-4752;42
10278000;253;-995;495;849;-2528;42
10279000;573;-1107;634;876;-304;42
10280000;685;-1155;562;876;1920;42
10281000;637;-1043;316;1023;3100;42
10282000;1629;-1379;1035;1476;5036;42
10283000;1709;-1875;603;2048;7558;42
10284000;1853;-1859;328;2040;9643;42
10285000;1917;-1203;794;1796;12676;42
10286000;1117;-403;196;949;15168;42
10287000;893;-35;336;990;17376;42
10288000;1021;349;702;1245;19600;42
10289000;477;301;244;922;21824;42
10290000;637;861;539;1201;24564;42
10291000;-19;749;519;696;26948;42
10292000;-195;925;385;1013;29180;42
10293000;-467;557;593;327;31420;42
10294000;-563;541;580;294;-31876;42
10295000;-675;509;599;369;-30224;42
10296000;-771;1133;365;1064;-28280;42
10297000;-947;861;666;1108;-26048;42
10298000;-1235;557;908;1121;-23824;42
10299000;-899;1053;-134;1087;-21600;42
10300000;-1155;253;814;949;-19076;42
10301000;-963;-307;796;870;-16891;42
10302000;-803;-99;560;813;-14516;42
10303000;-579;-323;572;811;-12276;42
10304000;-227;-467;367;325;-10036;42
10305000;29;-387;380;309;-7782;42
10306000;-339;-995;694;1331;-5860;42
10307000;45;-1187;543;1199;-3632;42
10308000;205;-1171;451;1149;-1408;42
10309000;493;-1283;494;1235;816;42
10310000;989;-963;963;1054;2896;42
10311000;1085;-1651;533;1587;5084;42
10312000;1341;-1587;448;1587;7324;42
10313000;1469;-1395;359;1612;9424;42
10314000;1565;-1059;378;1477;12368;42
10315000;1277;-51;1172;1124;14772;42
10316000;1101;333;914;1027;17144;42
10317000;685;13;284;709;19244;42
10318000;541;157;147;614;21484;42
10319000;605;605;491;943;23573;42
10320000;-163;429;115;367;25936;42
10321000;-35;733;312;1072;28160;42
10322000;-195;861;509;719;30523;42
10323000;-371;829;525;771;32608;42
10324000;-483;1389;363;1338;-30740;42
10325000;-803;1437;467;1472;-28516;42
10326000;-1027;1277;225;1347;-26276;42
10327000;-1443;829;1024;1011;-23756;42
10328000;-1283;413;946;962;-21796;42
10329000;-1059;253;696;857;-19664;42
10330000;-947;13;720;848;-17472;42
10331000;-819;-131;648;832;-15248;42
10332000;-627;-35;268;778;-13024;42
10333000;-515;-371;442;834;-10800;42
10334000;-211;-323;216;537;-8624;42
10335000;-51;-707;448;859;-6416;42
10336000;-35;-1027;499;1110;-4192;42
10337000;285;-947;652;719;-1968;42
10338000;637;-1123;840;730;534;42
10339000;1021;-1267;892;931;2540;42
10340000;1421;-1251;934;1335;4784;42
10341000;1485;-1235;907;1182;7008;42
10342000;1325;-1203;120;1495;9232;42
10343000;1213;-1203;-71;1199;11456;42
10344000;1165;-643;357;1151;13740;42
10345000;1117;-227;315;1065;15984;42
10346000;957;-179;307;1079;18208;42
10347000;973;-195;109;1079;20432;42
10348000;765;205;170;1021;22656;42
10349000;509;669;378;1082;24990;42
10350000;109;973;584;872;26924;42
10351000;189;1709;779;1436;29164;42
10352000;-371;1517;698;1301;31404;42
10353000;-899;1613;795;1257;-31892;42
10354000;-1347;1437;1040;1152;-29868;42
10355000;-1651;1421;1369;1328;-27712;42
10356000;-1443;1629;362;1651;-25488;42
10357000;-1347;1549;136;1647;-23264;42
