Timestamp;a;b;q;d;hElAngle
159000;-8350;4972;-495;8399;-17113
160000;-8590;4620;301;8737;-17113
161000;-8094;5036;-542;8091;-17113
162000;-8190;5068;-549;8180;-17113
163000;-8174;5116;-538;8248;-17113
164000;-8286;5052;-524;8313;-17113
165000;-8286;4940;-417;8394;-17113
166000;-8238;5052;-549;8169;-17113
167000;-8366;4876;168;8762;-17113
168000;-8574;4524;388;8627;-17113
169000;-8750;4652;176;8734;-17113
170000;-8382;4796;-245;8368;-17113
171000;-8238;4956;-388;8350;-17113
172000;-8750;4700;245;8582;-17113
173000;-8142;5052;-565;8304;-17113
174000;-8174;5132;-656;8296;-17113
175000;-8718;4812;-157;8735;-17113
176000;-8158;5212;-594;8290;-17113
177000;-8142;5004;-475;8247;-17113
178000;-8430;4940;-337;8210;-17113
179000;-8446;4700;6;8448;-17113
180000;-8446;4620;226;8603;-17113
181000;-8142;5132;-521;8307;-17113
182000;-8462;4668;-48;8510;-17113
183000;-8350;4924;-207;8368;-17113
184000;-8142;5164;-612;8319;-17113
185000;-8398;4620;25;8445;-17113
186000;-8638;4700;214;8607;-17113
187000;-8350;4940;-637;8326;-17113
188000;-8734;4668;190;8734;-17113
189000;-8190;5084;-159;8339;-17113
190000;-8462;4844;-44;8498;-17113
191000;-8574;4460;243;8688;-17113
192000;-8222;5132;-516;8211;-17113
193000;-8174;5116;-729;8201;-17113
194000;-8206;5084;-549;8237;-17113
195000;-8574;4844;145;8706;-17113
196000;-8574;4652;266;8538;-17113
197000;-8590;4684;5;8458;-17113
198000;-8462;4636;22;8445;-17113
199000;-8558;4620;139;8573;-17113
200000;-8270;4956;-167;8353;-17113
201000;-8238;5020;-397;8247;-17113
202000;-8462;4860;-261;8521;-17113
203000;-8238;5004;-526;8422;-17113
204000;-8222;5148;-604;8321;-17113
205000;-8174;5164;-518;8264;-17113
206000;-8222;5132;-553;8313;-17113
207000;-8366;5004;-551;8326;-17113
208000;-8414;4908;-282;8368;-17113
209000;-8382;4876;-323;8675;-17113
210000;-8606;4732;223;8500;-17113
211000;-8590;4620;126;8682;-17113
212000;-8270;5100;-663;8276;-17113
213000;-8206;5228;-821;8229;-17113
214000;-8286;4924;-508;8232;-17113
215000;-8382;4812;-71;8496;-17113
216000;-8526;4508;212;8646;-17113
217000;-8350;4940;-626;8178;-17113
218000;-8222;5132;-659;8150;-17113
219000;-8558;4540;359;8499;-17113
220000;-8494;4556;121;8499;-17113
221000;-8590;4572;-87;8738;-17113
222000;-8190;5084;-589;8234;-17113
223000;-8142;5068;-528;8196;-17113
224000;-8254;4844;-175;8444;-17113
225000;-8446;4780;30;8413;-17113
226000;-8542;4428;435;8601;-17113
227000;-8382;4908;-194;8612;-17113
228000;-8254;5116;-608;8340;-17113
229000;-8254;5244;-594;8268;-17113
230000;-8174;5132;-641;8268;-17113
231000;-8446;4812;-81;8500;-17113
232000;-8462;4844;-15;8466;-17113
233000;-8494;4684;-9;8398;-17113
234000;-8430;4668;-38;8462;-17113
235000;-8606;4620;141;8701;-17113
236000;-8126;5036;-245;8325;-17113
237000;-8430;4684;-122;8428;-17113
238000;-8398;5052;-608;8179;-17113
239000;-8350;4860;-216;8397;-17113
240000;-8222;5052;-397;8302;-17113
241000;-8270;5004;-536;8313;-17113
242000;-8350;4876;-202;8380;-17113
243000;-8254;5052;-545;8380;-17113
244000;-8494;4716;5;8498;-17113
245000;-8110;5068;-571;8235;-17113
246000;-8126;5004;-571;8231;-17113
247000;-8382;4844;-36;8423;-17113
248000;-8558;4444;331;8592;-17113
249000;-8334;4924;-547;8276;-17113
250000;-8254;4924;-339;8281;-17113
251000;-8190;5084;-386;8324;-17113
252000;-8430;4812;-175;8496;-17113
253000;-8430;4588;305;8598;-17113
254000;-8382;5068;-432;8198;-17113
255000;-8414;4860;-194;8416;-17113
256000;-8302;4988;-302;8192;-17113
257000;-8350;4892;-136;8426;-17113
258000;-8398;4668;-41;8493;-17113
259000;-8174;5164;-550;8326;-17113
260000;-8430;4684;-42;8496;-17113
261000;-8238;4860;-175;8528;-17113
262000;-8622;5004;-122;8413;-17113
263000;-8286;5004;-434;8318;-17113
264000;-8366;4876;-245;8307;-17113
265000;-8510;4876;-196;8381;-17113
266000;-8318;4908;-231;8501;-17113
267000;-8174;5100;-672;8478;-17113
268000;-8734;4668;229;8734;-17113
269000;-8734;4604;278;8603;-17113
270000;-8462;4668;87;8485;-17113
271000;-8574;4652;296;8568;-17113
272000;-8222;5132;-622;8237;-17113
273000;-8126;5084;-576;8476;-17113
274000;-8590;4444;396;8600;-17113
275000;-8526;4620;145;8563;-17113
276000;-8398;4924;-259;8431;-17113
277000;-8254;5004;-565;8236;-17113
278000;-8174;5132;-571;8248;-17113
279000;-8238;4924;-339;8326;-17113
280000;-8366;4860;-233;8300;-17113
281000;-8270;4972;-425;8303;-17113
282000;-8190;5180;-633;8263;-17113
283000;-8350;4860;-368;8302;-17113
284000;-8158;5132;-622;8264;-17113
285000;-8478;4620;80;8470;-17113
286000;-8734;4828;-569;8288;-17113
287000;-8478;4668;-73;8442;-17113
288000;-8510;4684;134;8408;-17113
289000;-8478;4780;-73;8417;-17113
290000;-8670;4732;299;8602;-17113
291000;-8190;5180;-672;8263;-17113
292000;-8238;5052;-565;8267;-17113
293000;-8414;4748;-87;8429;-17113
294000;-8702;4876;-608;8294;-17113
295000;-8494;4796;-173;8457;-17113
296000;-8430;4860;-136;8439;-17113
297000;-8446;4700;-27;8490;-17113
298000;-8590;4732;-280;8412;-17113
299000;-8478;4860;-224;8472;-17113
300000;-8414;4844;-175;8215;-17113
301000;-8270;5132;-604;8278;-17113
302000;-8350;5004;-630;8298;-17113
303000;-8190;5036;-415;8291;-17113
304000;-8190;5052;-419;8402;-17113
305000;-8222;5068;-644;8276;-17113
306000;-8222;5036;-540;8236;-17113
307000;-8414;4764;99;8380;-17113
308000;-8478;4652;148;8561;-17113
309000;-8558;4396;357;8573;-17113
310000;-8446;4652;50;8458;-17113
311000;-8606;4684;-48;8745;-17113
312000;-8606;4476;307;8522;-17113
313000;-8478;4620;153;8451;-17113
314000;-8494;4556;106;8512;-17113
315000;-8718;4716;-75;8522;-17113
316000;-8270;5068;-674;8180;-17113
317000;-8158;5180;-596;8244;-17113
318000;-8398;4892;67;8439;-17113
319000;-8542;4524;404;8535;-17113
320000;-8558;4620;247;8540;-17113
321000;-8526;4652;263;8488;-17113
322000;-8686;4844;-147;8384;-17113
323000;-8398;4860;-263;8418;-17113
324000;-8590;4972;-147;8572;-17113
325000;-8382;4908;-231;8398;-17113
326000;-8222;5004;-442;8382;-17113
327000;-8430;4620;443;8537;-17113
328000;-8318;4844;-21;8424;-17113
329000;-8590;4620;198;8595;-17113
330000;-8414;4924;-270;8397;-17113
331000;-8190;5244;-475;8232;-17113
332000;-8222;5052;-569;8218;-17113
333000;-8302;4924;-397;8426;-17113
334000;-8462;4716;54;8443;-17113
335000;-8606;4700;-505;8256;-17113
336000;-8398;4780;-99;8445;-17113
337000;-8222;5132;-668;8406;-17113
338000;-8238;4908;-397;8217;-17113
339000;-8702;4908;-317;8418;-17113
340000;-8222;5148;-596;8286;-17113
341000;-8718;4652;317;8704;-17113
342000;-8158;5068;-670;8244;-17113
343000;-8606;4508;278;8529;-17113
344000;-8574;4620;242;8399;-17113
345000;-8462;4844;-99;8430;-17113
346000;-8446;4860;-167;8368;-17113
347000;-8398;4684;-9;8457;-17113
348000;-8574;4492;359;8699;-17113
349000;-8606;4668;157;8748;-17113
350000;-8174;5100;-444;8288;-17113
351000;-8430;4668;-54;8494;-17113
352000;-8174;5068;-563;8202;-17113
353000;-8190;5180;-567;8235;-17113
354000;-8254;5100;-594;8234;-17113
355000;-8222;5116;-639;8324;-17113
356000;-8158;5052;-549;8207;-17113
357000;-8318;4844;-352;8397;-17113
358000;-8478;4780;-25;8495;-17113
359000;-8750;4668;220;8670;-17113
360000;-8238;5132;-643;8326;-17113
361000;-8382;4780;50;8410;-17113
362000;-8558;4636;242;8559;-17113
363000;-8158;5068;-600;8416;-17113
364000;-8174;5084;-325;8414;-17113
365000;-8558;4524;362;8542;-17113
366000;-8606;4588;349;8507;-17113
367000;-8526;4652;258;8530;-17113
368000;-8622;4460;472;8592;-17113
369000;-8654;4924;-231;8389;-17113
370000;-8238;5196;-444;8329;-17113
371000;-8542;4476;236;8530;-17113
372000;-8590;4476;233;8607;-17113
373000;-8702;4668;229;8687;-17113
374000;-8158;5132;-641;8232;-17113
375000;-8126;4844;-329;8663;-17113
376000;-8542;4444;262;8544;-17113
377000;-8558;4652;242;8385;-17113
378000;-8430;4956;-350;8432;-17113
379000;-8190;5100;-643;8348;-17113
380000;-8382;4860;-81;8501;-17113
381000;-8462;4748;-134;8457;-17113
382000;-8366;4988;-386;8445;-17113
383000;-8670;4652;178;8565;-17113
384000;-8446;4604;305;8543;-17113
385000;-8366;5084;-581;8308;-17113
386000;-8254;5132;-508;8213;-17113
387000;-8190;5132;-585;8242;-17113
388000;-8382;5020;-573;8446;-17113
389000;-8382;4748;-77;8378;-17113
390000;-8398;4956;-589;8199;-17113
391000;-8222;4892;-243;8501;-17113
392000;-8382;4652;4;8286;-17113
393000;-8190;5148;-616;8207;-17113
394000;-8238;5036;-670;8266;-17113
395000;-8318;5052;-427;8319;-17113
396000;-8174;5052;-547;8337;-17113
397000;-8398;4892;-153;8563;-17113
398000;-8414;4684;-41;8514;-17113
399000;-8590;4668;231;8517;-17113
400000;-8142;5084;-559;8262;-17113
401000;-8398;4716;-175;8508;-17113
402000;-8526;4636;213;8402;-17113
403000;-8270;5068;-462;8300;-17113
404000;-8302;5036;-460;8304;-17113
405000;-8174;5132;-688;8218;-17113
406000;-8350;4668;257;8591;-17113
407000;-8574;4636;180;8660;-17113
408000;-8574;4604;205;8609;-17113
409000;-8702;4684;158;8610;-17113
410000;-8190;5100;-594;8278;-17113
411000;-8286;4892;-272;8520;-17113
412000;-8478;4540;271;8663;-17113
413000;-8270;5036;-510;8321;-17113
414000;-8382;4684;30;8453;-17113
415000;-8542;4540;262;8719;-17113
416000;-8734;4748;-251;8366;-17113
417000;-8158;5164;-622;8217;-17113
418000;-8238;5132;-585;8243;-17113
419000;-8430;4940;-259;8409;-17113
420000;-8638;4876;315;8648;-17113
421000;-8702;4684;272;8597;-17113
422000;-8542;4572;132;8479;-17113
423000;-8750;4876;-577;8312;-17113
424000;-8222;5148;-641;8314;-17113
425000;-8270;4972;-304;8212;-17113
426000;-8254;4876;-224;8412;-17113
427000;-8382;4812;-155;8426;-17113
428000;-8398;4716;54;8475;-17113
429000;-8478;4588;190;8559;-17113
430000;-8414;4924;-479;8222;-17113
431000;-8142;5052;-341;8414;-17113
432000;-8142;5036;-680;8250;-17113
433000;-8366;4908;-187;8371;-17113
434000;-8398;4892;-224;8617;-17113
435000;-8398;4956;-196;8372;-17113
436000;-8414;4924;-491;8427;-17113
437000;-8158;5004;-415;8412;-17113
438000;-8574;4492;339;8565;-17113
439000;-8606;4556;194;8537;-17113
440000;-8574;4620;212;8590;-17113
441000;-8510;4748;137;8530;-17113
442000;-8462;4636;64;8525;-17113
443000;-8542;4444;380;8597;-17113
444000;-8542;4556;244;8424;-17113
445000;-8286;4796;-231;8452;-17113
446000;-8462;4588;98;8501;-17113
447000;-8606;4636;303;8701;-17113
448000;-8574;4684;359;8562;-17113
449000;-8558;4524;190;8424;-17113
450000;-8542;4588;172;8504;-17113
451000;-8542;4444;362;8575;-17113
452000;-8446;4620;57;8512;-17113
453000;-8478;4540;268;8552;-17113
454000;-8574;4572;380;8600;-17113
455000;-8542;4540;283;8483;-17113
456000;-8526;4396;114;8484;-17113
457000;-8462;4716;67;8444;-17113
458000;-8510;4588;96;8540;-17113
459000;-8446;4748;96;8468;-17113
460000;-8574;4652;97;8750;-17113
461000;-8510;4636;221;8590;-17113
462000;-8462;4652;-62;8496;-17113
463000;-8478;4652;35;8496;-17113
464000;-8526;4588;312;8527;-17113
465000;-8606;4636;288;8670;-17113
466000;-8686;4652;87;8554;-17113
467000;-8574;4364;255;8563;-17113
468000;-8574;4460;253;8548;-17113
469000;-8558;4556;221;8498;-17113
470000;-8526;4636;268;8502;-17113
471000;-8510;4460;163;8527;-17113
472000;-8734;4812;-40;8691;-17113
473000;-8542;4476;376;8563;-17113
474000;-8542;4460;233;8589;-17113
475000;-8606;4604;370;8562;-17113
476000;-8558;4460;378;8513;-17113
477000;-8510;4492;145;8488;-17113
478000;-8430;4668;161;8502;-17113
479000;-8478;4620;28;8538;-17113
480000;-8574;4508;231;8563;-17113
481000;-8414;4924;-208;8556;-17113
482000;-8494;4620;247;8496;-17113
483000;-8526;4700;59;8459;-17113
484000;-8494;4604;169;8542;-17113
485000;-8542;4620;205;8469;-17113
486000;-8510;4652;20;8493;-17113
487000;-8478;4684;77;8430;-17113
488000;-8446;4668;93;8498;-17113
489000;-8462;4620;-42;8494;-17113
490000;-8462;4620;121;8503;-17113
491000;-8446;4812;-60;8482;-17113
492000;-8446;4748;-52;8452;-17113
493000;-8430;4700;-6;8425;-17113
494000;-8590;4540;190;8542;-17113
495000;-8478;4796;-36;8450;-17113
496000;-8430;4684;116;8488;-17113
497000;-8494;4780;30;8411;-17113
498000;-8478;4652;-17;8498;-17113
499000;-8382;4812;192;8540;-17113
500000;-8462;4684;143;8476;-17113
501000;-8462;4652;48;8515;-17113
502000;-8414;4652;200;8443;-17113
503000;-8526;4556;216;8486;-17113
504000;-8478;4588;74;8491;-17113
505000;-8542;4556;249;8527;-17113
506000;-8478;4588;-77;8522;-17113
507000;-8478;4812;-15;8442;-17113
508000;-8430;4780;-46;8434;-17113
509000;-8414;4748;-87;8462;-17113
510000;-8398;4876;-594;8191;-17113
511000;-8510;4572;359;8558;-17113
512000;-8462;4540;124;8502;-17113
513000;-8574;4604;200;8469;-17113
514000;-8478;4588;20;8462;-17113
515000;-8478;4540;312;8484;-17113
516000;-8494;4652;-93;8472;-17113
517000;-8462;4668;231;8502;-17113
518000;-8414;4508;111;8522;-17113
519000;-8526;4684;305;8565;-17113
520000;-8686;4684;213;8560;-17113
521000;-8542;4492;420;8594;-17113
522000;-8574;4652;331;8573;-17113
523000;-8430;4732;121;8476;-17113
524000;-8606;4540;404;8562;-17113
525000;-8478;4668;197;8428;-17113
526000;-8430;4620;1;8520;-17113
527000;-8446;4700;-36;8463;-17113
528000;-8462;4684;74;8491;-17113
529000;-8574;4684;320;8512;-17113
530000;-8446;4700;45;8461;-17113
531000;-8446;4652;294;8513;-17113
532000;-8542;4524;158;8483;-17113
533000;-8478;4684;77;8475;-17113
534000;-8446;4684;-23;8479;-17113
535000;-8478;4716;-46;8449;-17113
536000;-8446;4796;-91;8459;-17113
537000;-8606;4652;163;8529;-17113
538000;-8494;4572;85;8472;-17113
539000;-8462;4652;174;8489;-17113
540000;-8478;4572;207;8538;-17113
541000;-8558;4556;398;8571;-17113
542000;-8462;4652;11;8504;-17113
543000;-8590;4620;67;8706;-17113
544000;-8702;4732;55;8672;-17113
545000;-8558;4620;221;8451;-17113
546000;-8414;4684;-25;8479;-17113
547000;-8446;4684;-36;8360;-17113
548000;-8734;4652;391;8517;-17113
549000;-8398;4796;-69;8434;-17113
550000;-8446;4892;-71;8434;-17113
551000;-8318;4924;-594;8358;-17113
552000;-8574;4492;378;8566;-17113
553000;-8478;4524;351;8551;-17113
554000;-8478;4732;-36;8493;-17113
555000;-8510;4556;145;8425;-17113
556000;-8638;4492;258;8435;-17113
557000;-8494;4652;310;8526;-17113
558000;-8478;4700;59;8527;-17113
559000;-8542;4604;276;8545;-17113
560000;-8478;4668;38;8479;-17113
561000;-8478;4668;85;8507;-17113
562000;-8446;4748;-25;8479;-17113
563000;-8414;4732;-25;8474;-17113
564000;-8478;4588;69;8479;-17113
565000;-8430;4716;-17;8448;-17113
566000;-8526;4748;-255;8467;-17113
567000;-8478;4668;143;8474;-17113
568000;-8494;4556;132;8542;-17113
569000;-8574;4476;188;8746;-17113
570000;-8366;5052;-272;8500;-17113
571000;-8574;4668;67;8755;-17113
572000;-8190;5052;-397;8288;-17113
573000;-8478;4716;-15;8418;-17113
574000;-8702;4748;252;8733;-17113
575000;-8334;5036;-497;8225;-17113
576000;-8286;4860;-272;8571;-17113
577000;-8382;5036;-569;8293;-17113
578000;-8158;5020;-249;8462;-17113
579000;-8734;4636;159;8566;-17113
580000;-8574;4652;262;8704;-17113
581000;-8286;4860;-50;8518;-17113
582000;-8430;4684;-22;8431;-17113
583000;-8526;4556;247;8503;-17113
584000;-8542;4620;357;8557;-17113
585000;-8382;4652;-259;8699;-17113
586000;-8446;4748;205;8458;-17113
587000;-8558;4796;-91;8519;-17113
588000;-8478;4700;48;8452;-17113
589000;-8478;4588;38;8458;-17113
590000;-8446;4684;-83;8480;-17113
591000;-8446;4700;-27;8458;-17113
592000;-8414;4748;13;8463;-17113
593000;-8430;4732;-38;8412;-17113
594000;-8558;4476;64;8530;-17113
595000;-8510;4700;-7;8444;-17113
596000;-8510;4556;247;8573;-17113
597000;-8478;4620;57;8474;-17113
598000;-8542;4716;69;8457;-17113
599000;-8606;4556;202;8459;-17113
600000;-8446;4700;-25;8444;-17113
601000;-8430;4684;32;8456;-17113
602000;-8446;4732;-73;8493;-17113
603000;-8494;4700;67;8476;-17113
604000;-8462;4652;17;8475;-17113
605000;-8398;4620;143;8424;-17113
606000;-8478;4604;-44;8476;-17113
607000;-8494;4572;197;8503;-17113
608000;-8622;4492;404;8533;-17113
609000;-8430;4476;396;8542;-17113
610000;-8590;4652;227;8617;-17113
611000;-8494;4540;57;8512;-17113
612000;-8430;4684;121;8458;-17113
613000;-8478;4668;187;8502;-17113
614000;-8478;4636;1;8445;-17113
615000;-8478;4636;187;8518;-17113
616000;-8494;4844;-5;8455;-17113
617000;-8510;4780;-155;8284;-17113
618000;-8462;4700;1;8435;-17113
619000;-8430;4732;-25;8430;-17113
620000;-8430;4796;-253;8318;-17113
621000;-8446;4636;22;8459;-17113
622000;-8430;4684;69;8540;-17113
623000;-8286;5132;-571;8226;-17113
624000;-8462;4668;116;8458;-17113
625000;-8510;4620;85;8451;-17113
626000;-8494;4684;172;8474;-17113
627000;-8478;4732;-46;8525;-17113
628000;-8462;4668;-136;8523;-17113
629000;-8510;4684;143;8486;-17113
630000;-8478;4764;-62;8558;-17113
631000;-8430;4796;-60;8512;-17113
632000;-8462;4588;190;8587;-17113
633000;-8606;4412;198;8702;-17113
634000;-8366;4860;-222;8701;-17113
635000;-8318;5052;-505;8227;-17113
636000;-8558;4556;307;8598;-17113
637000;-8542;4428;339;8535;-17113
638000;-8398;4860;-259;8399;-17113
639000;-8366;4908;-278;8412;-17113
640000;-8238;5068;-508;8278;-17113
641000;-8142;5068;-614;8288;-17113
642000;-8238;5148;-663;8288;-17113
643000;-8142;4892;-233;8792;-17113
644000;-8238;5148;-711;8177;-17113
645000;-8526;4716;91;8423;-17113
646000;-8414;4684;13;8474;-17113
647000;-8366;4844;-185;8398;-17113
648000;-8382;4876;-272;8365;-17113
649000;-8446;4892;-196;8414;-17113
650000;-8238;5100;-709;8248;-17113
651000;-8190;5020;-528;8355;-17113
652000;-8606;4428;194;8543;-17113
653000;-8542;4428;357;8562;-17113
654000;-8558;4652;333;8692;-17113
655000;-8606;4604;270;8668;-17113
656000;-8558;4588;286;8515;-17113
657000;-8526;4684;100;8508;-17113
658000;-8558;4460;329;8456;-17113
659000;-8462;4556;283;8542;-17113
660000;-8590;4620;425;8593;-17113
661000;-8478;4652;255;8472;-17113
662000;-8462;4620;-110;8480;-17113
663000;-8430;4604;247;8453;-17113
664000;-8414;4668;9;8502;-17113
665000;-8478;4588;163;8525;-17113
666000;-8526;4476;210;8470;-17113
667000;-8494;4652;59;8463;-17113
668000;-8478;4524;161;8530;-17113
669000;-8478;4572;106;8543;-17113
670000;-8574;4492;404;8540;-17113
671000;-8478;4604;247;8503;-17113
672000;-8462;4636;132;8486;-17113
673000;-8558;4460;313;8608;-17113
674000;-8238;5052;-249;8460;-17113
675000;-8478;4572;85;8490;-17113
676000;-8606;4652;234;8688;-17113
677000;-8542;4492;210;8527;-17113
678000;-8510;4572;192;8515;-17113
679000;-8494;4588;153;8538;-17113
680000;-8494;4572;25;8469;-17113
681000;-8494;4588;77;8562;-17113
682000;-8750;4668;161;8687;-17113
683000;-8494;4588;179;8469;-17113
684000;-8718;4716;-259;8647;-17113
685000;-8654;4668;242;8409;-17113
686000;-8574;4444;169;8527;-17113
687000;-8574;4556;223;8512;-17113
688000;-8510;4588;150;8486;-17113
689000;-8478;4588;161;8489;-17113
690000;-8462;4652;111;8512;-17113
691000;-8574;4620;437;8558;-17113
692000;-8382;4908;-393;8183;-17113
693000;-8142;5052;-302;8318;-17113
694000;-8382;4876;-309;8492;-17113
695000;-8462;4892;-126;8474;-17113
696000;-8254;5036;-508;8365;-17113
697000;-8254;5020;-575;8281;-17113
698000;-8222;5100;-626;8243;-17113
699000;-8270;4876;-216;8486;-17113
700000;-8190;5084;-551;8151;-17113
701000;-8382;4924;-224;8675;-17113
702000;-8382;4908;-253;8380;-17113
703000;-8494;4636;59;8463;-17113
704000;-8542;4428;372;8533;-17113
705000;-8366;4876;-388;8458;-17113
706000;-8446;4908;-261;8499;-17113
707000;-8382;4924;-319;8443;-17113
708000;-8222;5100;-692;8308;-17113
709000;-8158;5100;-643;8272;-17113
710000;-8190;5100;-555;8336;-17113
711000;-8446;4812;93;8440;-17113
712000;-8398;5068;-505;8203;-17113
713000;-8478;4636;6;8397;-17113
714000;-8622;4892;-290;8179;-17113
715000;-8222;5084;-567;8231;-17113
716000;-8238;4940;-300;8283;-17113
