Timestamp;a;b;q;d;hElAngle
96000;-257;58;120;151;-17113
97000;-321;-22;561;252;-17113
98000;-81;42;-182;-26;-17113
99000;-177;42;234;42;-17113
100000;-161;-54;444;351;-17113
101000;-225;-22;159;117;-17113
102000;-97;378;-407;-40;-17113
103000;-177;10;83;226;-17113
104000;-257;90;22;184;-17113
105000;-97;250;-284;16;-17113
106000;-289;-150;124;327;-17113
107000;-1;378;-46;388;-17113
108000;-193;-22;140;147;-17113
109000;-1;202;9;340;-17113
110000;-161;10;-72;124;-17113
111000;-225;-22;77;250;-17113
112000;-225;154;-48;180;-17113
113000;-1;458;-387;-21;-17113
114000;-273;10;77;267;-17113
115000;-177;-38;37;255;-17113
116000;-337;-70;59;167;-17113
117000;-161;26;546;207;-17113
118000;-225;-86;111;188;-17113
119000;-497;-102;415;242;-17113
120000;-209;-54;17;255;-17113
121000;-129;186;-33;456;-17113
122000;-257;42;135;134;-17113
123000;63;442;-116;175;-17113
124000;-225;58;-77;70;-17113
125000;-225;202;69;203;-17113
126000;-65;410;-571;-5;-17113
127000;-273;-6;66;221;-17113
128000;47;362;-88;331;-17113
129000;-49;410;-432;152;-17113
130000;-225;58;179;194;-17113
131000;-337;90;226;166;-17113
132000;79;170;-150;487;-17113
133000;-241;10;294;180;-17113
134000;-241;90;128;227;-17113
135000;-273;-38;137;280;-17113
136000;-81;298;-456;200;-17113
137000;-257;138;-223;-28;-17113
138000;-225;170;-599;-9;-17113
139000;-209;10;269;254;-17113
140000;-209;-6;66;161;-17113
141000;-385;-246;175;157;-17113
142000;-17;314;-485;-47;-17113
143000;-225;122;171;153;-17113
144000;-129;250;380;245;-17113
145000;-1;458;-516;-67;-17113
146000;-225;-70;109;199;-17113
147000;-17;330;-7;284;-17113
148000;-209;-22;165;248;-17113
149000;-417;-182;319;235;-17113
150000;-193;74;604;331;-17113
151000;-241;138;-116;15;-17113
152000;-241;-70;118;148;-17113
153000;-497;-246;284;196;-17113
154000;-177;250;-427;62;-17113
155000;-225;74;135;217;-17113
156000;-209;154;-289;90;-17113
157000;-49;394;-194;57;-17113
158000;-209;-70;25;285;-17113
159000;-321;-118;302;247;-17113
160000;-225;-22;118;269;-17113
161000;-161;-70;313;334;-17113
162000;-225;138;-226;108;-17113
163000;-209;90;88;199;-17113
164000;-241;170;-268;68;-17113
165000;47;362;-171;-25;-17113
166000;-193;202;17;546;-17113
167000;-273;58;196;138;-17113
168000;-161;-102;165;234;-17113
169000;-81;362;-422;-50;-17113
170000;-321;-86;292;256;-17113
171000;-225;-22;236;137;-17113
172000;47;282;-424;108;-17113
173000;-97;186;-171;-67;-17113
174000;-177;250;-83;195;-17113
175000;-225;74;88;277;-17113
176000;-209;202;-464;-14;-17113
177000;-401;-118;472;281;-17113
178000;-241;-54;52;198;-17113
179000;-33;458;-501;-38;-17113
180000;-209;-22;120;254;-17113
181000;-289;-294;310;249;-17113
182000;-49;490;-495;-68;-17113
183000;-177;-54;177;238;-17113
184000;-33;234;-177;121;-17113
185000;-161;122;-83;70;-17113
186000;-145;-22;120;178;-17113
187000;15;378;-192;154;-17113
188000;-225;-22;120;239;-17113
189000;-209;202;409;295;-17113
190000;-193;90;-7;160;-17113
191000;15;298;-25;181;-17113
192000;-193;10;19;139;-17113
193000;-225;10;48;174;-17113
194000;-17;458;-545;-3;-17113
195000;-161;-38;111;165;-17113
196000;-385;-54;148;264;-17113
197000;-161;410;-558;3;-17113
198000;-481;74;522;249;-17113
199000;-97;10;62;196;-17113
200000;-129;170;403;311;-17113
201000;-225;-54;146;313;-17113
202000;-465;-38;405;313;-17113
203000;-177;-70;89;268;-17113
204000;-497;-86;518;249;-17113
205000;-177;-54;228;167;-17113
206000;-353;-86;161;250;-17113
207000;-97;394;-454;66;-17113
208000;-289;74;122;213;-17113
209000;31;202;-150;369;-17113
210000;-177;58;-46;46;-17113
211000;-193;26;146;195;-17113
212000;-241;58;157;216;-17113
213000;-193;202;331;298;-17113
214000;-49;426;-192;400;-17113
215000;-97;362;-427;182;-17113
216000;-129;-6;42;185;-17113
217000;-257;90;165;167;-17113
218000;-369;-70;122;267;-17113
219000;63;314;-93;165;-17113
220000;-193;10;148;224;-17113
221000;-257;-134;370;321;-17113
222000;-257;90;221;183;-17113
223000;-1;362;9;329;-17113
224000;-49;474;-403;193;-17113
225000;-225;250;-470;108;-17113
226000;-209;138;-56;94;-17113
227000;-257;26;109;169;-17113
228000;-417;-230;310;216;-17113
229000;-193;74;396;242;-17113
230000;-209;-38;157;179;-17113
231000;63;314;-132;363;-17113
232000;-65;586;-409;181;-17113
233000;-225;26;147;178;-17113
234000;111;202;305;295;-17113
235000;-1;378;-255;242;-17113
236000;-209;106;-171;29;-17113
237000;-193;-54;46;146;-17113
238000;-113;106;538;276;-17113
239000;-513;-150;27;253;-17113
240000;-129;202;360;322;-17113
241000;-177;-118;171;180;-17113
242000;-177;10;128;268;-17113
243000;-225;58;79;249;-17113
244000;-65;330;-403;486;-17113
245000;63;266;-395;239;-17113
246000;-193;266;-562;16;-17113
247000;-33;394;-185;456;-17113
248000;-241;186;-313;31;-17113
249000;-257;-22;-15;59;-17113
250000;-209;-86;95;273;-17113
251000;-145;-70;120;134;-17113
252000;-241;138;101;180;-17113
253000;-257;26;54;162;-17113
254000;-417;-262;396;284;-17113
255000;-145;26;-5;195;-17113
256000;-449;-230;360;330;-17113
257000;-289;58;-111;49;-17113
258000;-257;202;-333;-42;-17113
259000;-145;-6;52;162;-17113
260000;-241;10;462;216;-17113
261000;-113;282;-474;-26;-17113
262000;-209;-102;144;285;-17113
263000;-353;-54;204;221;-17113
264000;-241;-6;54;203;-17113
265000;-289;-22;174;221;-17113
266000;15;202;161;325;-17113
267000;-209;106;-125;-12;-17113
268000;-337;-278;341;297;-17113
269000;-177;-22;44;211;-17113
270000;95;346;-125;410;-17113
271000;-209;-6;214;257;-17113
272000;-225;74;90;106;-17113
273000;-1;362;-50;152;-17113
274000;-17;362;-493;198;-17113
275000;-241;202;-490;154;-17113
276000;-161;298;-386;-52;-17113
277000;-17;154;98;319;-17113
278000;-49;186;380;238;-17113
279000;-49;458;-354;221;-17113
280000;-1;394;-682;-68;-17113
281000;-369;-102;152;264;-17113
282000;-161;-6;44;268;-17113
283000;-161;106;430;456;-17113
284000;-241;42;83;248;-17113
285000;79;330;-91;208;-17113
286000;-113;10;134;268;-17113
287000;-353;-134;142;245;-17113
288000;-241;170;-359;-42;-17113
289000;-273;154;150;171;-17113
290000;-241;106;-407;-77;-17113
291000;-273;106;140;199;-17113
292000;95;138;30;321;-17113
293000;-193;186;-511;34;-17113
294000;-177;26;-101;66;-17113
295000;-209;10;177;194;-17113
296000;-225;26;177;193;-17113
297000;-209;58;155;183;-17113
298000;-257;10;48;203;-17113
299000;-145;-38;136;98;-17113
300000;-241;-6;155;107;-17113
301000;-193;90;-542;-53;-17113
302000;63;410;17;237;-17113
303000;-353;-294;56;230;-17113
304000;-241;90;142;209;-17113
305000;-289;106;136;230;-17113
306000;-193;-6;164;124;-17113
307000;-193;-54;142;208;-17113
308000;-257;106;126;225;-17113
309000;-305;42;106;167;-17113
310000;-257;42;69;184;-17113
311000;-193;170;113;277;-17113
312000;-33;330;-528;21;-17113
313000;-225;10;194;119;-17113
314000;-273;-6;27;227;-17113
315000;-161;154;420;358;-17113
316000;-209;106;-111;12;-17113
317000;-177;-22;146;281;-17113
318000;-145;234;-109;148;-17113
319000;-193;-54;27;193;-17113
320000;-145;-86;196;195;-17113
321000;-193;10;107;183;-17113
322000;-257;42;85;252;-17113
323000;-481;-230;93;269;-17113
324000;-177;106;501;192;-17113
325000;15;458;-236;168;-17113
326000;-241;170;-323;-45;-17113
327000;-193;154;-333;17;-17113
328000;-161;10;148;162;-17113
329000;-209;90;66;133;-17113
330000;-33;442;-552;-67;-17113
331000;-225;138;-456;22;-17113
332000;-209;-38;101;189;-17113
333000;-225;74;51;206;-17113
334000;-1;362;-7;419;-17113
335000;-273;138;-505;-66;-17113
336000;-225;26;155;254;-17113
337000;-353;-182;37;262;-17113
338000;-81;474;-442;-35;-17113
339000;-225;90;27;182;-17113
340000;-1;298;-569;15;-17113
341000;-129;122;-93;108;-17113
342000;-417;-246;341;231;-17113
343000;-241;26;136;150;-17113
344000;-17;394;-147;152;-17113
345000;-273;10;46;180;-17113
346000;15;378;-349;-128;-17113
347000;-257;-22;106;300;-17113
348000;-33;218;-297;428;-17113
349000;-289;42;24;231;-17113
350000;-193;-22;307;257;-17113
351000;-273;-6;202;121;-17113
352000;-161;-6;591;307;-17113
353000;-161;-6;194;217;-17113
354000;-529;-134;183;236;-17113
355000;31;266;-72;339;-17113
356000;-225;138;-390;-12;-17113
357000;-225;10;71;216;-17113
358000;-321;10;128;194;-17113
359000;-481;-214;376;189;-17113
360000;-193;-22;536;207;-17113
361000;-161;138;-67;180;-17113
362000;-241;74;-79;267;-17113
363000;-145;426;-511;-35;-17113
364000;-161;90;-38;113;-17113
365000;-193;-246;347;201;-17113
366000;-33;442;-571;88;-17113
367000;-241;122;261;157;-17113
368000;95;362;-434;168;-17113
369000;-289;42;132;234;-17113
370000;-177;234;-532;-17;-17113
371000;-305;-6;85;227;-17113
372000;31;250;-444;292;-17113
373000;-225;10;239;121;-17113
374000;-225;74;17;213;-17113
375000;-17;330;-604;47;-17113
376000;-145;170;-17;138;-17113
377000;-145;58;-85;107;-17113
378000;-353;-230;331;201;-17113
379000;-17;330;-301;168;-17113
380000;-257;74;203;104;-17113
381000;111;362;-424;-79;-17113
382000;-257;-22;159;199;-17113
383000;-33;410;-471;41;-17113
384000;-257;90;131;199;-17113
385000;-161;170;-460;31;-17113
386000;-289;-86;62;248;-17113
387000;63;442;-341;107;-17113
388000;-209;-22;216;196;-17113
389000;-241;74;98;266;-17113
390000;-209;186;-268;-1;-17113
391000;-241;90;-7;213;-17113
392000;-177;-22;159;257;-17113
393000;-97;170;-122;253;-17113
394000;-273;-118;358;299;-17113
395000;-225;-54;88;217;-17113
396000;95;314;-538;-3;-17113
397000;-273;58;212;134;-17113
398000;-369;-198;83;230;-17113
399000;-81;154;-187;-28;-17113
400000;-225;122;152;171;-17113
401000;-209;-38;175;216;-17113
402000;-33;410;-493;0;-17113
403000;-289;-54;113;280;-17113
404000;-225;-22;116;221;-17113
405000;-353;-54;407;334;-17113
406000;-257;74;159;215;-17113
407000;-177;298;-35;339;-17113
408000;-177;-6;196;182;-17113
409000;47;410;-569;-25;-17113
410000;-225;74;19;264;-17113
411000;-241;58;95;216;-17113
412000;-145;154;-405;13;-17113
413000;-225;74;100;235;-17113
414000;47;202;-111;126;-17113
415000;-177;-86;56;192;-17113
416000;-193;250;46;500;-17113
417000;-193;26;144;266;-17113
418000;-385;-246;206;234;-17113
419000;-209;42;6;160;-17113
420000;-545;-54;546;256;-17113
421000;-193;202;-323;34;-17113
422000;-209;-54;194;119;-17113
423000;-65;170;225;331;-17113
424000;-209;-118;-20;274;-17113
425000;-113;-182;370;230;-17113
426000;-33;394;-150;162;-17113
427000;-193;-22;159;162;-17113
428000;-129;90;-49;136;-17113
429000;-385;-166;321;229;-17113
430000;-161;-54;173;167;-17113
431000;-177;250;-142;131;-17113
432000;-241;58;202;276;-17113
433000;111;170;-103;124;-17113
434000;-193;42;177;60;-17113
435000;-193;26;499;239;-17113
436000;-1;234;40;324;-17113
437000;-33;506;-309;296;-17113
438000;-193;-22;40;165;-17113
439000;-177;42;179;180;-17113
440000;-161;74;146;193;-17113
441000;-385;-278;234;266;-17113
442000;-369;-86;113;281;-17113
443000;-545;-150;321;199;-17113
444000;-1;378;-597;15;-17113
445000;-193;-6;128;230;-17113
446000;-225;-22;99;136;-17113
447000;-241;106;179;138;-17113
448000;-273;-150;185;243;-17113
449000;-1;346;-370;46;-17113
450000;-193;170;-433;-5;-17113
451000;-241;-54;7;196;-17113
452000;-401;-246;321;259;-17113
453000;-33;394;-395;120;-17113
454000;15;138;-171;389;-17113
455000;-241;202;-312;32;-17113
456000;-209;-38;122;179;-17113
457000;-273;74;135;199;-17113
458000;95;330;-171;368;-17113
459000;-177;-70;85;207;-17113
460000;-225;10;91;185;-17113
461000;-529;-262;255;279;-17113
462000;-257;330;-199;73;-17113
463000;-273;74;66;178;-17113
464000;-209;202;332;329;-17113
465000;-193;58;-239;20;-17113
466000;-209;-38;120;256;-17113
467000;-193;138;95;197;-17113
468000;95;250;-20;338;-17113
469000;63;298;391;211;-17113
470000;-113;-214;312;290;-17113
471000;31;362;-414;-24;-17113
472000;-145;10;109;165;-17113
473000;-225;26;88;174;-17113
474000;-49;442;-485;-11;-17113
475000;-241;170;-558;11;-17113
476000;-97;-54;66;61;-17113
477000;-225;-70;85;165;-17113
478000;-241;10;230;138;-17113
479000;-209;-54;159;148;-17113
480000;-209;-6;251;194;-17113
481000;-193;-22;107;196;-17113
482000;-225;-22;157;155;-17113
483000;-241;42;40;180;-17113
484000;-97;202;381;326;-17113
485000;-49;394;166;300;-17113
486000;-193;234;-284;-47;-17113
487000;-241;42;-33;231;-17113
488000;-241;266;-302;76;-17113
489000;-337;-86;491;199;-17113
490000;-161;-54;23;249;-17113
491000;-17;330;-196;121;-17113
492000;-193;266;-522;-7;-17113
493000;31;394;-278;-95;-17113
494000;-129;186;390;274;-17113
495000;-161;-22;157;213;-17113
496000;-177;170;325;281;-17113
497000;-161;58;-153;11;-17113
498000;-209;-54;140;172;-17113
499000;-513;-54;528;261;-17113
500000;-161;-22;83;204;-17113
501000;-97;298;-474;29;-17113
502000;-289;-118;179;268;-17113
503000;-289;122;-270;47;-17113
504000;-241;106;98;167;-17113
505000;-17;394;-197;264;-17113
506000;-209;-6;198;220;-17113
507000;-305;42;77;327;-17113
508000;-81;138;378;221;-17113
509000;31;250;157;453;-17113
510000;63;378;-192;417;-17113
511000;-129;10;-52;225;-17113
512000;-369;-102;196;262;-17113
513000;-161;298;-346;204;-17113
514000;-273;10;-5;180;-17113
515000;-209;42;90;259;-17113
516000;79;410;-471;159;-17113
517000;-257;74;69;300;-17113
518000;-209;-54;42;166;-17113
519000;-129;-54;477;272;-17113
520000;-289;234;-540;13;-17113
521000;-257;-70;62;273;-17113
522000;-257;-86;122;148;-17113
523000;-353;-294;243;203;-17113
524000;31;378;-247;165;-17113
525000;-225;-22;79;240;-17113
526000;-241;-70;185;226;-17113
527000;-129;298;-77;369;-17113
528000;-161;10;12;211;-17113
529000;-289;106;127;244;-17113
530000;-177;202;-548;-35;-17113
531000;-209;-38;179;179;-17113
532000;-145;170;-113;81;-17113
533000;-97;154;-150;195;-17113
534000;-161;-102;97;171;-17113
535000;-49;410;-483;-106;-17113
536000;-209;26;83;183;-17113
537000;63;266;-52;154;-17113
538000;-97;202;-333;-42;-17113
539000;-273;170;177;148;-17113
540000;-225;42;218;268;-17113
541000;-209;-54;177;242;-17113
542000;-257;-86;251;182;-17113
543000;-353;-262;263;218;-17113
544000;-193;-54;415;153;-17113
545000;-193;-6;-132;38;-17113
546000;-241;74;79;167;-17113
547000;-193;42;61;196;-17113
548000;95;378;-153;345;-17113
549000;-209;10;148;182;-17113
550000;95;154;-130;161;-17113
551000;-209;-70;185;286;-17113
552000;31;202;323;314;-17113
553000;-209;-70;51;189;-17113
554000;-177;170;157;370;-17113
555000;-177;-6;177;167;-17113
556000;-17;554;-385;180;-17113
557000;-177;-6;79;196;-17113
558000;15;90;438;456;-17113
559000;-241;90;142;245;-17113
560000;79;314;-155;322;-17113
561000;-193;-134;127;226;-17113
562000;-353;-86;103;172;-17113
563000;-193;122;-226;48;-17113
564000;-257;-54;56;252;-17113
565000;-225;58;-5;192;-17113
566000;63;314;-483;199;-17113
567000;-193;266;-49;135;-17113
568000;-193;58;-5;245;-17113
569000;47;282;-249;166;-17113
570000;-225;-38;72;145;-17113
571000;-17;266;-111;166;-17113
572000;-177;106;22;151;-17113
573000;-209;26;12;169;-17113
574000;79;378;-377;-38;-17113
575000;-289;122;69;266;-17113
576000;-241;58;37;-44;-17113
577000;-305;-38;146;196;-17113
578000;-65;378;-446;-7;-17113
579000;-257;-86;-15;181;-17113
580000;-161;58;354;272;-17113
581000;-241;74;59;231;-17113
582000;-49;394;-407;29;-17113
583000;-209;-22;144;197;-17113
584000;-257;-6;230;185;-17113
585000;15;394;-378;47;-17113
586000;-177;-6;181;172;-17113
587000;-209;122;236;183;-17113
588000;-289;106;111;198;-17113
589000;-241;122;167;184;-17113
590000;-113;138;417;313;-17113
591000;-17;330;-150;487;-17113
592000;47;426;-444;182;-17113
593000;-17;506;-109;518;-17113
594000;-161;-54;194;271;-17113
595000;-241;-118;435;219;-17113
596000;79;442;-260;62;-17113
597000;-81;298;-103;333;-17113
598000;-33;394;-534;-49;-17113
599000;-225;10;153;173;-17113
600000;-305;-6;106;189;-17113
601000;-81;266;-302;27;-17113
602000;-273;10;64;218;-17113
603000;-241;26;95;222;-17113
604000;-97;-54;336;325;-17113
605000;-257;42;99;166;-17113
606000;-49;426;-503;19;-17113
607000;-273;-22;280;224;-17113
608000;-161;90;-339;-33;-17113
609000;-209;26;224;154;-17113
610000;-241;154;109;180;-17113
611000;-65;346;-520;11;-17113
612000;-353;-198;360;211;-17113
613000;-305;122;-223;-15;-17113
614000;-257;42;72;133;-17113
615000;-177;154;381;493;-17113
616000;-177;42;-5;122;-17113
617000;-129;74;437;226;-17113
618000;-273;-54;220;169;-17113
619000;31;394;-527;-3;-17113
620000;-257;58;56;172;-17113
621000;-33;410;-358;395;-17113
622000;-241;10;34;211;-17113
623000;-145;138;-400;-14;-17113
624000;-161;-22;108;122;-17113
625000;-257;-38;-52;51;-17113
626000;-177;-22;169;167;-17113
627000;-257;-6;35;164;-17113
628000;-225;170;88;182;-17113
629000;-305;-86;25;269;-17113
630000;-433;-326;405;218;-17113
631000;-17;330;-91;279;-17113
632000;-289;-54;126;182;-17113
633000;-449;-22;454;232;-17113
634000;-209;282;-481;15;-17113
635000;-241;-22;106;241;-17113
636000;-193;-22;27;225;-17113
637000;-129;26;124;197;-17113
638000;-353;10;12;162;-17113
639000;-337;-22;127;229;-17113
640000;63;122;-106;308;-17113
641000;-1;602;-398;139;-17113
642000;-129;58;103;194;-17113
643000;-65;282;-109;203;-17113
644000;-273;-22;185;206;-17113
645000;-353;-54;111;345;-17113
646000;-177;122;583;206;-17113
647000;-17;378;-150;44;-17113
648000;-193;26;175;170;-17113
649000;-369;-310;210;234;-17113
650000;15;170;-67;221;-17113
651000;-273;10;202;229;-17113
652000;-305;-54;-10;123;-17113
653000;-353;58;88;266;-17113
654000;-353;-54;116;264;-17113
655000;-177;-262;339;227;-17113
656000;31;474;-396;-99;-17113
657000;-225;106;175;162;-17113
658000;-513;-262;130;269;-17113
659000;63;394;-313;-101;-17113
660000;-401;-246;150;245;-17113
661000;-113;426;-336;37;-17113
662000;-273;138;122;198;-17113
663000;-1;346;-383;-30;-17113
664000;-257;-54;138;180;-17113
665000;15;362;-548;3;-17113
666000;-241;26;128;245;-17113
667000;-193;202;371;375;-17113
668000;-161;170;-226;47;-17113
669000;-241;-262;310;220;-17113
670000;-177;-6;4;167;-17113
671000;-161;170;428;237;-17113
672000;-161;122;-140;66;-17113
673000;-209;26;79;281;-17113
674000;-33;298;-395;152;-17113
675000;-225;-6;251;151;-17113
676000;-177;202;135;329;-17113
677000;-193;-38;220;175;-17113
678000;-225;42;173;106;-17113
679000;-17;410;-378;80;-17113
680000;-225;42;175;170;-17113
681000;-353;-182;245;266;-17113
682000;63;42;-99;488;-17113
683000;-273;138;-396;-47;-17113
684000;-273;394;-424;120;-17113
685000;31;330;-10;445;-17113
686000;-385;-118;132;248;-17113
687000;-369;-262;247;189;-17113
688000;-161;-6;159;218;-17113
689000;-97;154;303;319;-17113
690000;-145;346;-483;-26;-17113
691000;-177;106;-98;21;-17113
692000;-33;490;-405;181;-17113
693000;-161;426;-498;165;-17113
694000;-193;138;-83;78;-17113
695000;-225;-54;144;208;-17113
696000;-337;-54;152;249;-17113
697000;-305;-54;130;235;-17113
698000;-369;-22;83;199;-17113
699000;-353;-22;37;252;-17113
700000;-193;186;465;301;-17113
701000;-257;122;-125;76;-17113
702000;-161;186;-62;65;-17113
703000;-241;10;-5;180;-17113
704000;-209;106;69;193;-17113
705000;-353;-310;321;300;-17113
706000;-481;-230;46;235;-17113
707000;47;378;-153;-157;-17113
708000;-289;138;48;166;-17113
709000;-209;26;46;280;-17113
710000;47;394;-186;331;-17113
711000;-273;-22;118;240;-17113
712000;-337;-22;13;198;-17113
713000;47;474;-560;44;-17113
714000;-305;-118;236;313;-17113
715000;-225;26;290;272;-17113
716000;-209;-6;212;195;-17113
717000;-225;74;-77;31;-17113
718000;-241;314;-461;167;-17113
719000;-97;218;-534;2;-17113
720000;-225;42;37;228;-17113
721000;-225;42;71;217;-17113
722000;-145;26;489;279;-17113
723000;-193;202;381;317;-17113
724000;-305;234;-501;-57;-17113
725000;-145;74;-113;103;-17113
726000;-273;-70;177;146;-17113
727000;-145;234;-67;456;-17113
728000;-177;-22;-101;54;-17113
729000;-257;106;135;183;-17113
730000;-385;-230;37;247;-17113
731000;-17;346;-74;167;-17113
732000;-161;-6;71;104;-17113
733000;-273;-102;101;239;-17113
734000;-321;58;138;150;-17113
735000;-97;58;23;133;-17113
736000;-305;-54;59;231;-17113
737000;-129;-22;257;165;-17113
738000;-65;362;-412;-12;-17113
739000;-289;-54;122;203;-17113
740000;-193;170;-558;-68;-17113
741000;-241;106;148;213;-17113
742000;-289;-246;442;201;-17113
743000;95;314;-113;421;-17113
744000;-225;-22;99;193;-17113
745000;-257;-54;604;320;-17113
746000;-209;26;-118;78;-17113
747000;-241;-22;155;211;-17113
748000;-177;42;54;257;-17113
749000;-273;74;150;137;-17113
750000;-177;-22;520;275;-17113
751000;-353;202;-304;-75;-17113
752000;-209;-70;118;248;-17113
753000;-273;106;140;230;-17113
754000;-225;-22;243;215;-17113
755000;63;330;-74;234;-17113
756000;15;426;-361;151;-17113
757000;-129;-54;167;208;-17113
758000;-481;-246;74;266;-17113
759000;-273;122;14;273;-17113
760000;-193;-86;356;358;-17113
761000;-193;42;169;231;-17113
762000;63;330;-192;198;-17113
763000;-321;42;120;247;-17113
764000;-289;106;108;264;-17113
765000;-1;410;-88;313;-17113
766000;-305;-86;77;162;-17113
767000;-225;74;142;182;-17113
768000;-513;-86;187;279;-17113
769000;15;378;-109;368;-17113
770000;63;362;27;486;-17113
771000;-305;58;-257;26;-17113
772000;-273;266;-522;0;-17113
773000;-241;170;-333;4;-17113
774000;-161;-38;-161;-28;-17113
775000;-241;-38;196;133;-17113
776000;-369;-246;208;267;-17113
777000;31;522;-552;-5;-17113
778000;-241;74;122;227;-17113
779000;-369;-118;214;217;-17113
780000;-49;362;-135;189;-17113
781000;-193;106;-113;77;-17113
782000;-209;74;116;164;-17113
783000;-97;410;-407;35;-17113
784000;-161;10;2;269;-17113
785000;-17;346;-67;392;-17113
786000;-225;74;-93;31;-17113
787000;-257;42;165;213;-17113
788000;-145;122;435;271;-17113
789000;-209;10;74;176;-17113
790000;-1;330;-415;103;-17113
791000;-177;26;175;119;-17113
792000;-321;-54;85;239;-17113
793000;-97;426;-312;182;-17113
794000;-161;-70;157;198;-17113
795000;-353;-102;425;191;-17113
796000;-305;154;-359;-3;-17113
797000;-225;-70;61;52;-17113
798000;-225;138;371;359;-17113
799000;-177;-38;74;226;-17113
800000;-1;442;-571;4;-17113
801000;-33;170;-442;109;-17113
802000;-145;330;-196;113;-17113
803000;-273;-54;88;236;-17113
804000;-209;10;228;209;-17113
805000;-209;202;462;286;-17113
806000;-193;122;-153;-1;-17113
807000;-353;-262;499;354;-17113
808000;-241;-6;85;264;-17113
809000;-161;-38;175;199;-17113
810000;-17;202;-257;90;-17113
811000;63;202;-98;190;-17113
812000;-145;-6;128;164;-17113
813000;15;378;-435;-2;-17113
814000;-321;74;440;238;-17113
815000;-209;-22;236;189;-17113
816000;-81;410;-501;-67;-17113
817000;-353;-118;226;215;-17113
818000;-113;-86;54;206;-17113
819000;-33;266;-312;103;-17113
820000;-193;202;-74;136;-17113
821000;-209;-22;120;243;-17113
822000;63;490;-388;108;-17113
823000;-273;74;109;180;-17113
824000;-65;378;-361;168;-17113
825000;-209;-22;142;119;-17113
826000;-113;154;409;318;-17113
827000;-145;-6;-7;180;-17113
828000;-337;-102;206;263;-17113
829000;-97;410;-463;165;-17113
830000;-177;-54;107;174;-17113
831000;-177;314;-309;34;-17113
832000;79;378;-356;52;-17113
833000;-193;42;69;213;-17113
